Urdu Primary School,"Kath Pul, Mandiri, Nala, Patna",800001,
The Christ Church High school,Kidwaipuri Near sknagar road Patna,800001,School
St. Martin's High School ,"22 Main Road Kedwaipuri, Patna-1",800001,
ST. Marino`s High school,IAS Colony Kidwaipuri Patna,800001,School
Progressive Public school,"29, adarsh colony Kidwaipuri Patna",800001,School
St. Paul's Academy ,M6 Shri Krishna Nagar P-1,800001,
St. George Academy,"L/38,Road No 14 Sk Nagar P-1",800001,
Little Garden ,"Road No.23, S.K.Nagar Patna",800001,
St. Angel school,Mandiri-Budha colony Road (near Sanskriti Academy),800001,School
Sanskriti academy,"Anu lok Mandiri canal road, Patna ",800001,School
J.B.B.School,Buddha Thana Ke Pass Buddha Colonoy ,800001,
Dwarka High School,"North Mandiri, Patna",800001,
Mother Teressa High convent school,North Mandiri road Patna (near Dwarka Uccha Vidhyalaya),800001,School
Good speed Public school,Budha Colony Thana Road (at the turning),800001,School
B.D public schoool,Budha Colony Thana Road,800001,School
Ideal Public school,Budha Colony Thana Road (opp - BD public School),800001,School
Ram krishna Public School,Thana road Budha Colony Patna,800001,School
S.D.Public School ,"B/34, Dujrachak, C/O BN Singh, Buddha Colony, Patna",800001,School
Shri Krishna Niketan High school,Mandiri-Budha colony Road,800001,School
Model St. Michael`s high school,"Mandiri-Budha colony Road (next to Krishna Niketan), Patna",800001,School
Modern Competetive High School ,"Dujrachak, Budha Colony P-1",800001,School
National Public school,"Chakaram road More, Patna",800001,School
Sanskar Play School,Near congress maidan Kadamkua,800016,Play School
Christ Church High school,Near congress maidan Kadamkua,800016,School
Sri Arbind Institute,Bansi Kunj In old Arvind College ,800016,School
East And west ,"Bansi Kunj In old Arvind College, Near Congeress Maidan, Kadamkua ",800016,School
Shanti Niketan school,Jagat narain road kadam kua patna,800016,School
Gayatri International School,"Jagat narain road kadam kua, Patna",800016,School
Concept Public School,"Opp GD Patliputra School, Jagat Narain road Kadamkua",800003,School
Ganesh Dutt patliputra school,Jagat Narain road Kadamkua,800016,School
Dynamic Public school,Prithvipur Lohanipur,800016,School
Oxbridge Convent high School,"Near Rajendranagar Overbridge, Rajendra nagar, Patna",800016,School
Kids care International school,Arya kumar road Rajendra Nagar road no.16,800016,School
Kids Care school and Boarding,Rajendra nagar Road no.2 Patna ,800016,School
Red carpet High School,Rajendra nagar Road no.2 Patna ,800016,School
Red carpet  School,Rajendra nagar Road no.2 Patna ,800016,School
Carrer Builder acadmey,Rajendra nagar Road no.1 ,800016,School
Kids Future foundation school,Rajendra nagar Road no.2 Patna ,800016,School
Kishore dal shishu Bahvan,Rajendra nagar Road no.2 Patna ,800016,School
Rabindra Balika Vidyalaya,Rajendra nagar Road no.2 Patna ,800016,School
St. joseph`s High school,Rajendra nagar Road no. 5,800016,School
Prepatory school,"Rajendra Nagar Road No.6B, Patna",800016,School
Rajendra Public School,"Rajendra Nagar Road No.6B, Patna",800016,School
Rose Public school,Near Telephone exchange patna Rajndra nagar,800016,School
Lucent Senior Secondary School,Rajendra nagar Road 11b Behind Telephone Exchange,800016,School
Beacon Public School,Behind Telephone Exchange Rajendra Nagar ,800016,School
ST. Mary`s Primary school,"Rajendra nagar road no.11d, Patna",800016,School
Spring valley Public School,Dinker Path Udyachal Rajendra nagar Road no.12 ,800016,School
St. joseph`s primary school,"Rajendra nagar Road No.12, Patna",800016,School
Millenium Public school,Rajendra nagar Road No.12 ,800016,School
Bharat High School,Rajendra nagar Road no.10e  patna,800016,School
City montessori school,Rajendra Nagar Roadno.11&12 Near bahadurpur Gumti,800001,School
Little Garden school,Rajendra Nagar Roadno.11&12 Near bahadurpur Gumti,800001,School
Government Middle School Shanti Niketan,"Rajendra Nagar Road No. 13, Patna",800016,
Government High School Shanti Niketan,"Rajendra Nagar Road No. 13, Patna",800016,
Government Primary School,"Beside Stadium, Rajendra Nagar, Patna`",800016,
MD convent school,Rajendra nagar road no.13 patna near rajkiya madhya vidyalay,800016,School
Mitra`s child care school,Rajendra nagar Road no.12  patna,800016,Play School
Buds`s Paradise High school,Beside Professor Colony Bazar Samiti road ,800005,School
Krishna National Public School,"New Bahadurpur , Bazar samti road patna",800005,School
ST. Thomas High school ,"New Bahadurpur , Bazar samti road patna",800006,School
Kaushiki High school,"saketpuri Bazarsamiti , Nalanda Medical Road (new Bahadurpur Gaon), Patna",800006,School
R.P mission school,opposite Kendriya Bhandar Abhiyanta nagar Bazar samiti,800005,School
St. JB convent ,Panchvati Nagar Bazar samiti Near sarvodya computer patna,800006,School
Heaven's Garden Academy,"Kasturba nagar, Patna",800006,
Akhil Bhartiya High school/Niketan,Jai mahavir Colony Sandalpur Patna,800006,School
St. Andrews High school,Vachaspati nagar Bazar samiti Near kumhrar gumti road,800016,School
Gyan Deep Academy,Vachaspati Nagar patna-6,800006,
Regal international public school,Vikas nagar Road No.2 sandalpur patna,800006,
Mother pride School ,"Sandalpur road,Kumharar patna-6 (near govt. udpad ev madh nished Vibagh)",800006,
St. xavier`s school sr.,Alka colony sandalpur patna,800006,School
Gyan sarovar Academy ,"Gokul Niwas, Patel Colony, Sandalpur Road,Patna-6",800006,
St. Paul's Internationals School,Sanichar Road Sandal Pur P-7,800007,School
New City Montessori School,"East of Sanichra Mandir more, Sandalpur, Patna",800006,
Kids World Prepare School,"Sandalpur road, Nahar ke paas. Near Sanichara Mandir , Patna",800007,School
Bapu High School,"Dargah Road shanicharamod,Sultanganj,Mahendru",800007,
Milat Public urdu Girls High school,New azimabad Colony Banwari chok Dargah road Patna,800005,School
Milat Public school,New azimabad Colony Banwari chok Dargah road Patna,800005,School
Gyan Shahi Public School,"Terhai Ki Masjid, Dargah Roah, Patna",800006,
Al-Basir Mission School,"Mohammad Colony,Terahie Ki Masjid dargah road, Patna",800006,
Sunrise Convent,"Behind Terahi ki Masjid, Dargah Road, Patna",800006,
Jyoti Shishu Niketan Town High School,"H. no 240, Dargah road, Garua Tola Patna",800006,School
Government Middle School,"Dargah Katra Mandai, Patna",800006,
Government Primary School,"Mahendru Mahendru, Patna",800006,
Kiddy garden school,"Khajur Banna, New Gulista Manzil,  Sultanganj Gauriya sthan (opp Petrol Pump), Patna",800006,School
Kautilya Public School,"Ashok Raj Path, Chaoudhry Tola, Patna",800006,
Tiny Tots,"B.N.R.Road,Ashok Raj Path Patna-6",800006,
St. Peter Academy,"B.N.R.Road,Ashok Raj Path ,Mahendaru Patna-6",800006,
Holy Cross Public School,"Near Old Shiv Mandir, Next Tripolia hospital, Pathri Ghat Lane, Alamganj, Patna",800007,School
St. Teresa Convent,"Opp BNR Training College, Chowdhari Tola,Guljarbagh,Patna-",,
Tripolia Central School,"Dr. Narayan Prasad Lane, Ashok raj path aur Shershah Road meeting point, Ashok Raj Path, Patna",800007,School
Gauri parvati madhya Vidyalaya,DR. NP lane Alamganj (Near Ashok Public School),800006,School
Ashok Public School,"Dr. Narayan prasad Lane, Nanmuhania, Alamganj P-7 (mandir Ke Bagal )",800007,School
Amit Patliputra Residential School,Khajur Banna Sultanganj,800006,School
Government Mahadalit School,"Ambedkar Colony, Sandalpur, Patna",800006,
Government Primary School,"Ambedkar Colony Circle, Mahendru Patna",,
NBN International English School,"Jagarnath singh lane chondhry tola, Patna",800006,
Government Middle School,"Chaudhri Tola, Mahendru, Patna",800006,
St. mariyam english school,"Alam Market, sultanganj, Opp Chayalok Studio patna",800006,School
St. J.B.S American School,"Garua Tola, Sultan Gang Thana Road, Patna",800006,
city public school,"Gruhua Tola patna, Sultanj thana road patna ",800006,School
Fredom convent,Gruhua Tola patna,800005,School
Real concept academy ,Gruhua Tola near dargah road  patna,800006,School
Madarsa Tul-Islam,"Dargah Hazrat Diwan Shah Arjani, Near Kumrar House, Patna",800006,
Moderan Welfare Academy,Muhammad Road ,800006,
New Central High School,Nala Pe Rampur Shahganj,0,
Maurya Vidaya Peeth ,"shahganj Nahar Road, Patna(Nala Pe Rampur)",800006,
Kushwaha Madhya Vidyalaya,"Mussalahpur Hatt, Mahendru, Patna",800006,
Gyan sangam high school ,oppsite laxmi cold storage Mussallahpur patna ,800005,School
Prabha Gayan Niketan,"Surya Sadan Rampur Lane, Mussalahpur, Patna ",800006,
Kidki Garden School ,"Rampur Lane, Mussalahpur, Patna",800006,
Shri Maa Durga Academy ,"(Nala Pe Rampur) Siadpur Neher Road, Mussalahpur",800006,
Government Airl Hindu Girls School,"Saidpur Nahar, Patna",800006,
Government Primary School,"Nand Nagar, Patna",800006,
J.E High school,Sweet heart lane Chak Mussalahpur patna ,800005,School
Government Middle School Shanti Niketan,"Saidpur, Road No. 2, Patna",800006,
Government Primary School,"Saidpur, Road No. 2, Patna",800006,
B.B.S public school,"Saidpur Gali no.2, Patna",800006,School
St. Francis Residential school,RNT path Rajendra nagar patna,800004,School
Ram Krishna Mission school,RK avenuue Nala road patna,800004,School
Mount Carmel School,"Oppsite Patna High Court, Bailey Road Patna",800001,School
Rose Vale academy,"Kadamkua Behind Old petrol Pump, Patna",800003,School
Little Angels High School,"Old Petrol Pump, Daldali Road, Kadamkuan,Patna,-3",800003,
saraswati Vidya mandir ,Baldeo sahay Road Kadamkua Patna,800003,School
ST. sevrin`s High school ,corner of Baldeo sahay Road Kadamkua,800003,School
Honey Dew point school,Dariyapur Gola Road Near aarogya,800004,School
H.P.V.Public School ,"Kadamkua ,Near Nala Road, Daruyapur, Patna-4",800004,
Kids care school   ,Dariyapur Gola Road ,800004,School
Modern Children acadmey,"Dariyapur Gola Road, Patna",800004,School
Patliputra Convent School,"Hari Arcade, Jahaji Kothi, Kadamkuan",800003,
St. Columbus High school,"opp. Jahaji Kothi, Churi Market, Kadamkuan, Patna",800004,School
St. Joseph mary Academy,"Lakhiyar Bhawan, Kadamkua,Patna-3 (Near Jahaji Kothi)",800003,
Baptist Church school ,(near Khaitan Market) Birla Mandir Road Bakargang Patna-4,800004,
Guru Gobind Singh Middle School,"Baker ganj, Gola Road, Patna",800004,
N.S. acadmey,"Bakarganj, bajaja gali,  patna",800004,School
B.N Collegiate School,"Ashok Raj Path, Convent Lane, Patna",800004,
ST. Joseph Convent school,Near Kulhariya Complex Ashok rajpath,800004,School
Government Primary School,"Anta Ghat, Patna",800004,
Government Middle School,"Anta Ghat, Patna",800004,
Fort William English School,"Kulharia complex ,Patna-4",800004,
Aatiya acadmey ,Robin vila park lane Sabzibagh patna,800004,School
Vivekanand English school,"Near Sabji More, Sabjibag,Patna-4",800004,
Shifton High School,"Bhavar Pokhar, Near sabzi bagh, Devisthan, Kadamkuan,",800003,School
Indian High school,"Bhavar pokhar Devistan, Patna",800004,School
love Dale High School ,"Bhawar pokhar, near birla mandir Patna-4",800004,
Childeren happy Home ,"Dariapur Gola ,Patna-4",800004,
Cambride High School ,"Dariapur Gola ,Patna-4",800004,
Sheen High School,"Dariya Pur Gola, Langar Toli More, Patna",800004,
Ideal Convent School ,"Sabjibagh,Dariapur Patna-4",800004,
Muradpur Government Middle School,"Bihari Sao Lane, Muradpur, Patna",800004,
ST. joseph English High school,Makhaniya Kua patna,800004,School
B.K Memorial Girls High School,"Makhania Kuan, Patna",800004,School
Progressive English school,"Nagneshua , Makhaniya kua-khazanchi road ",800004,School
Ram mohun Roy seminary,Khazanchi road patna,800004,School
Raza high school,B.M Das road Patna ,800004,School
Raza school,B.M Das road Patna ,800004,School
Patna muslim high school,B.M Das road Patna ,800004,School
Rose merry ,Ramna road Patna,800004,School
Kislaya High School,"Annie Basant Road, Patna-4",800004,
National Convent high school,"Near Patna College, Annie besant road, B.M Das Road, Patna",800004,School
Ayyu urdu girl`s high school,Perbohar lane lal bagh patna ,800004,School
St. Mary's School ,"Bikhna Pahari More, Sadpur Road, Patna",800004,School
Illustrious Public School,Said Pur Gali No-2,800004,
Green Field School,"Naya Tola, Dharhara Kothi, Patna",800004,
P.N Anglo Sanskrit School,Naya tola patna ,800004,School
Arya Kanya Vidyalaya ,Naya tola patna ,800004,School
Mahendru Central School,"Opp Post Office, Mahendru, Patna",800006,
Allons International school,Krishna sah complex Behind Mehandru post office ,800006,School
Good Shepherd High School,"Beside Rina Market, Ashok rajpath main road Mehandru, Patna",800006,School
Savarkar shishu mandir ,Near Ballu ghat mehandru,800006,School
Kartar Cadate Academy ,"Gulbi Ghat, Mahendru, Patna",800006,
DR. zakir hussain high school,sultanganj patna,800006,Govt. School
Crystal Academy,"Kabootri Gali, lamgang, Ashok raj Path, P-7,(Rahul Marriage) Hall",800007,School
Decent Public School ,"Gulshan Vihar apartment,  Ashokraj Path, Alamganj Main Road P-7",800007,School
Insaf Public School,"Shakar toli, Alamganj, ashok Raj Apth, Patna (Near Biryani ",800007,
Noorul Huda Girls High School,"Shaqqa Toli, Noorani Bagh Colony,Patna7 (near Masjid)",800007,
S.D.Junior School,"Noorani Bagh Colony 5A, Alamgang  P-7 (branch of GMJ School)",800007,
G.M.J.Convent High School,"Noorani Bagh Colony 5A, Alamgang  P-7",800007,
Holy Faith Public School,"loharwaghat Lane, Alamgang gayghat,Patna-7 (near Bidyaneshwar nath mandir)",800007,
Lucas Model Academy ,"Lala Sunder Lal Lane, loharba Ghat Lane, Alamgang P-7",800007,School
Alfa Childeren Academy,"Lala Sunder lal Lane, Loharba Ghat, Alamganj, Patna",800007,
Patna children Academy,"Alamganj, Patna (near Lal Sunder Lane), Patna",800007,
Kedarnath Government Primary School,"Alamganj, Patna",800007,
Balika High School,"Gosai ghat Lane,Ganga Bridge colony Patna-7",800007,
Blue Pearl School,"Ashokraj Path, Alamganj police chowki (near Noorani Bagh) Patna",800007,
Sun Shine Public School,"Alamganj,ChowkiBagh Bhoop Singh Lane,Patna-7",800007,
Gyanasthali high School,"Bagh Bhoop Singh Lane,Alamgang,patna-7",800007,School
Childern's Park Public School,"Bagh Bhup Singh Lane P-7 Alamgang Chowk (opp,Mandir, Gyanasthali)",800007,School
Patna Muslim Higher Secondary School,"Opposite Patna University, Ashok Rajpath, Patna",800004,
Abmedkar Bhawan Government Primary School,"Nala Road, Samudaik Bhawan, Patna (near ambedkar colony slum)",800004,
Adhor Prakash Shishu Sadan Madhya Vidyalaya,"Khazanchi Road, Patna",800004,
Adhor Prakash Balika Uccha Vidyalaya,"Khazanchi Road, Patna",800004,
Patna Public high school,"Dharhara Kothi naya tola, Bikhana Pahari, Patna",800004,Coaching
Prakash Gayan Niketan ,"Kajipur ,Road no 2,Patna ",800004,
A.G.N.Public School,"Road no 3,Kajipur ,Patna",800004,
Government Madarsa Islamiya,"Bhikna Pahari, Bari Path, Patna ",800004,
Gautam Buddha Public School,"Gandhi Chowk, Near Bhikhna Parhari, Mahendru, Patna",800006,
Royal Public School,"Mahavir Lane, Gandhi Chowk (near Bikhna Pahari), Mahendru, Patna",800006,
Nalanda English Academy ,"Professor Colony, Shahganj, Patna",800006,
Nav Jyoti Vidya Niketan,"Mussalahpur Hatt, Mahendru, Patna",800006,
Bal Vidaya Mandir ,"Mushalahpur Hatt, Mahendru, Patna-6",800006,
Mary Mount Academy,"Muhammad Road, Musslahpur, Patna",800006,
Naresh Vidaya Mandir,Mussalahpur Road patna left side in durga mandir campus ,800006,
Al-hira Public school,"Sharif colony, Bhikna Pahari,  patna (near D. Izaz)",800005,School
Lakshman vidya mandir,"Rai Hasan Pur, Chai Tola,  Patna ",800006,School
St. Manerice academy,Shums manzil Sahganj Muhammadpur road patna,800006,School
N.S acadmey ,Sadpur - Sahganj road,800006,School
Raj shikshan Sansthan,"Ganga Bihar colony Chodhari Tola,Mahendaru patna",800006,
Patna Islamic Academy,"R.S. Manzil, Mohd Noushad Ansari, Machua Toli Chauraha, Alamganj, Patna 7",800007,
Dinobly Vidaya Niketan ,Noorani Bagh Colony (Near GMJ Convent School),800008,School
Sarvodaya Sanik school,"Balkishangang Ghera, alamganj, Patna-7",800007,School
Bihar Centeral School,"Shakari Gali, Gawalatoli, Sher Shah Road (Near FNS Academy) Patna",800007,
Fateh Narayan Singh Academy School,"Gur Ki Mandi, Shershah Road, Patna",800007,
Bal Vidya Ucha Niketan ,"Gur Ki mandi, Shershah Road Patna-7 ",800007,
Government Middle School,"Arafabad Colony, Shershah Road, Patna",800007,
Jyoti Gyan niketan ,"Shershah Road, Near Gur ki Mandi, Patna",800007,
Sharaswati Shishu Vidya mandir,"Shakri Gali, Sher Shar Main Road, Patna 7 (Near Thakur Baroi Mandir)",800007,School
Dharmesh Primary School,"Shershah Road, Patna",800007,
Government Middle School,"Shershah Road, Patna",800007,
Government Urdu Middle School,"Sakri Gali, Shershah Road, Patna",800007,
St. Joseph Preparatory School,"Govind Mitra Road, Patna-4",800004,
Patna collegiate school,Baripath road collegiate street,800004,School
Jesus and Mary Academy,"chashma centre Gali,  kurji, patna ",800010,
J.P.High School ,Magadh Colony Kurji Patna-10 ,800010,
Government Middle School,"Kurji, Patna",800011,
Master mind international school,kurji kothiya vikas nagar,800010,
Green Field Convent School ,"Nala Per South Jai Prakash Nagar South Side/Rajeeb Nagar Road No 12, PatnA",800023,school
Navin Vikash Vidayalaya,Ajanta Colony Keshri Nagar Patna,800023,School
F.C.C Secondary School,Nala Per South Jai Prakash Nagar (behind choudhri Marriage community hall),800023,school
National Public school,Veer Kuwar Singh Chowk A. Keshari Nagar -Patna 24 (near Sidharth Academy),,
Sidharth Academy ,"Keshari Nagar Veerkuar Singh Chowk ,",800025,
P.C.S. School,North Jai Prakash Nagar Nala Per,800023,school
Scholars Abode School,"North nala Pe, Kesari Nagar, Patna",800025,school
Budha International  Public school,"Rajeev Nagar Road no-3,Patna-10 ",800010,
A.V.N. School ,Rajeev Nagar South Side,800023,school
Novel Public School,"Rajeev Nagar South Side, Patna",800023,school
Holy Mission School,"Rajeev Nager Road, Patna",800023,school
Vina Vidaya Niketan ,"North Rajeev Nagar Road No. 23, Patna",800024,School
Vidaya Mandir ,Rajeev Nagar South Side,800023,school
J.N. Public School ,"Ajad Nagar (Amurudi Bagicha) , Rajeev Nagar Road No - 23, Patna",800024,School
St. B.D.Public School,Ajad Nagar (Amurudi Bagicha) ,800024,School
S.V.M. Residental School,"Rajeev Nagar Road No,25",800023,School
St. Marry Convent School,"Rajeev Nagar Road No. 24, Patna",800023,School
Zee School,"Assiana Digha Road, Patna",800011,
Don Bosco Academy ,Assiana Digha Road ,800013,School
May Flower School,"Assiana Digha Road , Patna",800013,School
Madovas TahijulkurainDarud Yatana,Jamu Khurij Digha Patna-11,800011,
Ankur Public School,"Polson Road, Digha Ghat, Patna",800023,School
Modern School ,Polson Road Digha Ghat Patna-11 ,800011,
Gyan Joti Public School ,Digha Ghat Road Sabji Mandi Road North Side ,800013,School
Government Middle School,"Digha Ghat, Patna",800011,
Government Girls Middle School,"Digha Ghat, Patna",800011,
Unique Childeren Academy ,"Digha Post Office , Digha Ghat Road Sabji Mandi Road North Side ",800013,School
Government Urdu Middle School,"Digha, Patna",800011,
Sunrise Academy,Bashkothi Digha Ghat patna-11,800011,
Iqra Public School,"Digha Baskothi, Patna",800011,
St. Michael's High School,"Digha Road, Digha, Patna (near Hartman's School)",800011,
Hartman Girls High School,Digha Ghat P.O. Patna-11,800011,
I.Haque School ,Kurji pool Patna-10 ,800010,
Kurji Montessori School ,Kurji pool Post Sadaket Assharam Digha ,0,
Sacred heart school,Christian colony kurji patna,800010,
Blessed Mother Tressa High School ,Kurji Pul Patna-10,800010,
NavJoti Academy ,Balu Per Kurji Patna-10 ,800010,
Government Senior Secondary School,"Kurji Balu pur, Patna",800011,
Mt. Everest School,"Kurji, Balupar, Patna-10",800010,
S.V.N High School,"Kurji Balu pur, Patna",800011,
International Berstal High School ,Kurji Balu Per Patna-10 ,800010,
S.B Public School,"Kurji Balu pur, Patna",800011,
Hartman Primary School,Kurji Digha Ghat Road Patna-11 ,800011,
Phoenix International School,Makhdumpur Past Digha Ghat Patna-11,800011,
Government Girls High School,"Makdumpur, Digha, Patna",800011,
Saraswati Academy ,makhadumpur Digha Ghat Patna=11,800011,
Sun Shine School,"Digha Main Road, Digha, Patna",800011,
St. Annes School ,"Fairfield Colony Digha Ghat ,Patna-11",800011,
St. Mark's Secondary School,"Fairfield Colony Digha Ghat ,Patna-11",800011,
Disneyland Play School Fatima High ,"24-Fairfield Colony,Opp.Bashkothi ,Digha Ghat Patna ",800011,
St. Paul High School,"Fairfield Colony Digha Ghat ,Patna-11",800011,
Asha Deep Rehabilitation Centre for the Handicapped,"Fairfield Colony Digha Ghat ,Patna-11",800011,
Planet k.,15 Old State Bank Colony Digha Patna-11,800011,
Mt. Olive International School,"Digha Main Road, Digha, Patna",800011,
Divine Public School,"New Colony, Akhara road, Digha, Patna",800011,
St. Marry Juniour school ,Akhara Road Dighaghat Patna-11,,
Acent Public School ,Akhara Road Dighaghat ,800011,
Adarsh Bal Vidayalya ,Digha Ghat ,800013,School
Progressive Childeren Academy,Digha Ghat XTTI Patna-11,800011,
Royal Bengal Public School,Pati Pul .Digha Patna-11,800011,
M.S Convent ,avadhpuri colony digha Patna,800011,
Rashmi Niketan ,"Ajad Nagar (Amurudi Bagicha) , Rajeev Nagar Road no 23, Patna",800024,School
Daffodils High School,"Rajeev Nager Road,",800023,school
Loreto Public School ,"Rajeev Nagar,RoadNo-19, Patna",800024,
Little Lambs School ,"Rajeev Nagar Road no-8,, Patna",800024,School
Ideal Public School ,"Rajeev Nagar Road no-8,",0,
Novel public school,"Bank colony, baba chowk, Kesari NAgar, Patel Nagar, Patna",800023,School
Patna public school[extension branch],"Bank colony, baba chowk, Patel Nagar, Patna",800023,School
Earth Public School,"Adarsh Colony, West Patel Nagar, Patna",800025,
Residential National public school,"West patel nagar, patna ",800023,School
Kendriya Vidyalaya,"Shekpura More, Airport Road, Patna",800014,
Government Middle School,"Salempur Dongra, Near V.B College, Patna",800014,
Government Primary School,"Mahuabagh, Rupaspur, Patna",800014,
Government Girls High School,"Mahuabagh, Rupaspur, Patna",800014,
Indian Residentasil Public School ,Rupaspur Patna -14,800014,
Green Field High school,"Lohiya Path, Jagdeo Path, Rupaspur Patna",800014,School
Sai International School,Lohiya Path (Asagarden Road) Jageo Path Patna,800014,School
Sarswati Vidaya Mandir ,P.O.Dhanuri P.S.Fulwari ,0,
Delhi Republic School ,Sabaspur Hhagoul Road Patna-5 ,800005,
Central Children Academy,"Kahagol Road, Near biscuit factory, Phulwari Sharif, Patna",800005,
New Talent Public School,"Rashtriya Ganj, Phulwari Sharif, Patna",800005,
Apex Public school ,Birla Colony Khalipura Patna-5,800005,
Government Primary School,"Garbu Chak, Jagdeo Path, Patna",800014,
St. Peter s secondry School,Garbhu Chak B.M.P Road Jagdeo Path Patana,800014,School
K.B.S Academy (kings Bell star),"Garv Chak, BMP Road, Patna",800014,
St. Rishabh's High School ,Novneeta Bihar Co. Baily Road Patna -14,800014,
R.S.Arayan Gurukul School ,Rupaspur .P.o.Shaway Nagar Patna-14,800014,
City Center School ,Rupsh Pur vathapar Patna _14,800014,
Ambedkar Primary School,"Rupaspur, Garbu Chak, Patna",800014,
St. James Gens Academy ,"Rupaspur, Thakur Ji ka Bagicha, Patna (B.M.P Road)",800014,School
S.B.Convent Public School ,Rupaspur Patna -14,800014,
R. P. C. Academy ,Nounita Co. Rukanpura Baily Road Patna-14,800014,
Government Primary School,"Rukanpura, Patna (North Of Bailey Road)",800014,
Government Primary School,"Musahar Toli, Rukanpura,Bailey Road, Patna",800014,
Right Way High School ,Jagdeopath Murli Chowk P-14,800014,School
S.J.P.Public School ,Jagdeopath Murli Chowk P-14,800014,School
Janhit Jagdeo Memorial High School,"Murli Chak, Jagdeo Path  P-14",800014,
Presidensy public School ,Khaspura Baily Road Patna-14,800014,
Blue Bell Academy,"Ashok Puri, Khajpura, Patna",800014,
Rivendale Academy ,Khaspura Baily Road Patna-14,800014,
St. Johns Public school,"Khajpura, Canara Bank Back, V.B College, Patna",800014,School
Chitragupta Public School,"Near Brahmasthan, Khajpura, Patna",800014,
Bal Sanskar,"Near Brahmasthan, Khajpura, Patna",800014,
Pioneer Residentational School ,"Kautiliya Nagar B.M.P.Road ,P-14",800014,School
Glamour ahigh aschool ,"Kautiliya Nagar B.M.P.Road ,P-14",800014,School
R.K.MissonPublic School ,"Kautiliya Nagar B.M.P.Road ,P-14",800014,School
Shivam Public School,Satempur Dumara  B.M.P Road Patna -14 ,800014,School
Ideal Public School,"Kautiliya Nagar B.M.P.Road ,P-14",800014,School
Gyan Joyti Public School ,"KhasPura Shivmandir Behind Canera Bank, Patna-14 ",800014,
Sri Sai Public School,"Near old Shiv Mandir, Khajpura, Patna",800014,
M.S Memorial Academy,"BMP road, Mahavir Market, Patna",800014,
Sulabh international school service organisation,Ashiana road patna khajpura digha road,800014,School
Sharon's public school,Ramnagri road ashiana nagar patna,800025,School
Sea Rock Academy,"Road No. 2, Rajwansi nagar,Patna",800023,
D.A.V.Public school,"Sashtri nagar, patna",800023,School
Krishna murari public school ,"Shastri nagar nand gaon, Patna",800023,School
K.B Sahay High School,"Sherulahpur, Shastri Nagar, Patna",800014,
Rose Kids Camp,"Shastri Nagar, Flat No. 298, Patna",800014,
Rajkiya Balak evam Balika Vidyalaya,"Shastri Nagar, Patna",800014,
Government Primary School,"Shekpura, Shastri Nagar, Patna (near community Hall)",800014,
R.K.Convent High School (Mrs.),"Durga asharam Gali, Shekhpura, Patna",800014,
Government Middle School,"Shekpura, Bailey road, Patna",800014,
St. Vivekanand vidya mandir,"Sekhpura bind toli, patna ",800023,School
Ramdayal pandey balika high school,"Sekh pura, shastri nagar patna",800023,School
St. Gandhi residential public school,Shekhpura shastrinagar patna,800014,School
Patana middile School ,"Bedami Market, Shekhpura shastrinagar patna",0,
Vidya niketan high school,Shekhpura bagicha patna,800014,School
Icon public School,Shekpura Rajabazar Patna ,0,
Ambika Vidya Kendra,"Mali Tola, Shekhpura, Patna",800014,
Marigold Academy,"Shekpura,Patna",800014,
Galaxy Public School,"Raza Bazar,Samanpura Patna-14",800014,
Ideal Public High School,"Raza Bazar,Samanpura Patna-14",800014,
Junior ST micheal high school,Chanakyapuri rajabazar khagari road patna,800014,School
Green garden academy ,Chanakyapuri rajabazar khagari road patna,800024,School
Madarsa Tafazual Quran,"Chanakya Puri, Raja Bazaar, Patna",800014,Madarsa
Mother teresa public school,"Chanakya puri, Raza Bazar,Samanpura Patna-14",800024,School
Md. Maktab,"Near Masjid, Samanpura, Raza Bajaar, Patna",800014,
Government Primary School,"Samanpura, Raza Bazaar, Patna",800014,
West point school,Janil compound samanpura patna ,800014,School
Holy vision public school,Samanpura patna rajabazar road no.1,800014,School
Hiji abdul samad urdu girl's high school,Samanpura patna rajabazar road no.1,800014,School
St. Ann's narseen public school,Samanpura patna rajabazar road no.1,800014,School
Parkdale Public School,"Indra puri, road no. 1, Raja Bazaar, Patna",800014,
St. Francis School,"Ram Nagri, Ashiyana Digha Road, Patna",800014,
Gyan Ganga Academy,"Ashiana-Digha Road,Patna",0,
St. Mary academy ,"A.G.Colony,Ashiana Road, Patna",0,
Daniel dafo Academy,"A.G.Colony,Patna",0,
Arayan Academy ,"A.G.Colony,Patna",0,
Dart' Mount Public School ,"A.G.Colony,Patna",0,
North Point Public School,CDA.Colony Patna,800023,
Novel elementry school,"Professor colony, north sastri nagar, Patna",800023,School
St. louis Public school ,"C.D.A.Colony, North Shastri Nagar, Patna",800023,
saraswati vidya mandir,"Lal babu market, north sastri nagar, Patna",800023,School
Vivekanand high school,"Mahabir path, west patel, nagar patna",800023,School
Dev public school,"West patel nagar, patna ",800023,School
St. Albert high school,"West patel nagar, near SBI ATM, patna ",800023,School
St. marry school ,indrapuri road -2 ,0,
Knowledge Hut Academy ,Indrapuri Road 5/B,800023,School
Patna Public School,"Gokul Path, North Patel Nagar",800023,School
Roxo Convent High School ,North patel Nager Patna-24,800024,
