Gurukul Shiksha Niketan,"Defence Colony-215,Ashok Nagar,KankarBagh",800020,
Aklavya Kids International,"Ashok Nagar, Road No. 8, Kankarbagh, Patna (Near Jyoti Medical)",800020,
Bright Way Academy,"Ashok Nagar, Road No. 8, Kankarbagh, Patna",800020,
Loyalla Convent,"Ashok Nagar, Road No. 8, Kankarbagh, Patna",800020,School
Saint Johan's Academy ,Ashok nagar Road No-8A K.Bagh P-20,800020,School
Mission Public High School,"Bigrahpur,near New Mithapur Bus Stand, Patna ",0,
St. Tagore public School,"Big Rah Pur,Jakkan Pur Patna",0,
C.D Mission School,"R.M.s colony,Newbyepass K.Bagh-Patna-20",800020,
The Indian Public School ,South RMSColony Near Bypass Road K.Bagh P-20,800020,School
S.S.English Academy,"New Jagan Pura,Near Pcs, Across New By Pass, Kbagh , Patna",0,
Mother Teressa Kids School,"Trideo Mandir, New Jaganpura P-20",800020,School
S. N Memorial High School,New Jakkanpur Ramkrishna Nagar Patna,800001,School
Sigma Public High School,"New Jaganpura, ITI Road, Patna",800020,
Shishu Gyan Mandir ,"New Jaganpura, Khemnichak, Patna ",800027,School
Patna Shishu High School ,"Jagan Pura, Shekhpuara Road, Patna P-20",800027,School
Patna Kids Convent,"Sudarshan Vihar New Jagan Pura,Patna",800027,
Patna Kids Central School (Centre),"Opposete Patna Central,School,Patna (Across New BY-Pass), Kankerbagh, Patna",800027,
Shahi International School,"Near Bypess Road Near KishanBhawan,Patna-",800020,
Guru Convent ,"Subash Nagar, Khamnichak P-27 Main Road",800027,School
Gyan Darshan Public School ,"Subash Nagar, Khamnichak P-27 Main Road",800027,School
Navodaya Shiksha Niketan,"Near BSNL Tower, Khemnichak, Patna",800027,
Bhaba central school,"Kunti Market, Khemamchek, patna",800027,School
New St. Poul Public School ,"Adarsh Colony, New Brahmpur,Khamnichak P-27 Main Road",800027,School
New Cambridge school ,"Adarsh Colony, Road No.-1, Khemnichak, Patna",800027,
Kids care school ,"Anand bhawan adarsh colony road-1, Khemnichak, Patna",800026,School
Adarsh Central School,"Adarsh Colony, New Brahmpur,Khamnichak P-27 Main Road",800026,
Bright Land Eng School,"Maa Sharda Complex, Khamnichak, Ruasnagar P-27 Main Road",800027,School
Adarsh International School,"Mangal Chowk, Khamnichak P-27 Main Road",800027,School
Pataliputra Residential School ,"Mangal Chok ,Khamnichak Main .",800027,School
Residential budha central school,"Khemnichak, New Jaganpura, Patna",800027,
PC Academy,"Mathura Singh Market, New Bramhpur, Khemnichak, Patna",800027,
Gyan Peeth Public School,"Mangal Chowk, Khemnichak, Patna",800027,
Delhi Model School,"Before Gulki more, Khemnichak, Patna",800027,
C.D.Public School ,"Adarsh Colony, Road No. 5, New brahmur, Naya Chak, Patna ",800027,School
JD Kids academy,"Naya chak, PO - mohan nagar, Ram Krishna Nagar patna",800026,School
St. Joseph's pre. School ,"Hanuman Nagar,Near Ambedkar Chowk",800020,School
Mahatma Gandhi Madhya Vidayalaya ,"Hanuman Nagar,Near Ambedkar Chowk",800020,School
Vidhya Niketan Whole DayResidental School,M.I.G.Hanuman Nagar K.Bagh P-20,800020,School
Image International Public School,"M.I.G-49,Hanuman Nagar K.Bagh P-20",800020,School
Magadh Senior Secondary School,"MIG 177, Hanuman Nagar, Kankerbagh, Patna",800020,
Gyan Vikas School,"MIG 93, Hanuman Nagar, Behind Pani Tanki, Kankerbagh, Patna",800020,
D.S.Progressive Academy ,"Vivek Vihar/Roadno-1,Hanuman Nagar ",800020,School
Patliputra Vidayapith,"Vijay Nagar, Vivek Vihar, Hanuman NAgar K.Bagh P-20",800020,School
Hope Public High School,"Dwarika Puri ,Hanuman Nagar K.Bagh P-20",800020,School
Green Land International School ,"K-167,Hanuman Nagar,Patna-20",800020,
Saraswati Vidya Mandir,"k-120, Hanuman Nagar, Saudagar Path, Kankarbagh",800020,
New Era High School ,"Hanuman Nagar, Pani Tanki Road, Near SBI, KBAgh, Patna",800020,School
Bhabha Central School ,"Bhabha Colony, Hanuman Nagar,K.Bagh P-20",800020,School
National Public  High School,"Bhabha Colony, Hanuman Nagar K.Bagh P-20",800020,School
Shanti Niketan ,"Bhabha Colony, Hanuman Nagar,K.Bagh P-20",800020,School
S.V.D Memorial English School,"Shivchandra Path, Hanuman Nagar, (near Pani Tanki), Kankerbagh, Patna",800020,
Centeral St.michal High school,Sanjay Gandhi Nagar Road Kali Mandir Road (near Dadima Sweet) K.Bagh P-20,800020,School
Kids Care Public School,"Near Dadima Sweet's Corner Aofeet Road, Hanuman Nagar Patna",800020,
A.G.P. convent ,"Dananjay Housing Cooperative Society ,Road No-3A , Dwarkapuri, Hanuman Nagar ,K.Bagh Patna-20",800020,
Sun international High School ,"K-3,Devi Market Malahipakri Chowk,K.Bagh",800020,
Heritage Public School,Malahi Pakri K.Bagh P-20,800020,School
Delhi Model High School ,Malahi Pakri K.Bagh P-20,800020,School
Ishan International School ,"Malahi Pakari,Chowk K.Bagh ,Patna-20",800020,
Oxford Academy High School,"K-115, P.C Colony, K.Bagh Patna-20",800020,
Stepping Stone Convent,"K-116, Hanuman Nagar, Kankerbagh Patna",800020,
Sun high School ,"K-91,Hanuman nager K.Bagh ,Patna-20",800020,
Teresa The Mother Public School ,"Madhuwan Complex, Malahi pakriK.Bagh P-20",800020,School
Pragaya Vikash vidyalaya ,"Madhuban Complex, Malahi Pakari (beside The mother teresa school) ,K.Bagh Patna-20",800020,
Magadh Senior Secondary School,"MIG 233, Malai Pakri, Kankerbagh, Patna",800020,
Sanjay Public School ,"P-537, Vidya Puri,East Of Malahi Pakri K.Bagh P-20",800020,School
Shivam Convent ,Sachivalay Colony Opp.Kendray Vidayalaya P-20,800020,School
Doon centeral School ,Sachivalay Colony Opp.Kendray Vidayalaya P-20,800020,
Upkar Public School ,"A-38, Sachivalaya Colony Opp. Kendriya Vidalaya ",800020,School
Centreal Public School ,"P.I.T.Colony L2/21,K.Bagh P-20,",800020,School
Adhunik Pathsala ,Sachivalay Colony Opp.Kendray Vidayalaya P-20,800020,School
R.S.Public School,"A/37,Sachiwalaya Colony opp.Kendriaya vidyalaya K.bagh",800020,
Rajendra Public High School ,Mahatama Gandhi Nagar Kati Factori Road ,800020,School
Meridian convent high school,"MG nagar, Bhootnath Road, Patna ",800026,School
Xavir's academy ,MG nagar beside of maa community hall behind pix 13,800020,School
Wonder Land High School ,Mahatama Gandhi Nagar Kati Factori Road ,800020,School
Sindhu public school,2M\76 B-H colony bhootnath road K-bagh patna ,800026,School
Shri Hari Vidya Niketan,"Mahatama Gandhi Nagar, Opp Sindhu Public School, Patna ",800026,
St. Francis high school,"Mahatma Gandhi Nagar, 4M/100, Bahadur Pur Housing Colony, Patna",800026,School
Jeevandeep Academy,"Circle no. 50, Holding N0. 296, MG Nagar, Patna",800026,
Bright Careers High School ,"Mahatma Gandhi Nagar, Main road K.Bagh P-20",800020,School
Xavier's international school,"8M\2,B.H.colony, South of TV tower, patna ",800026,School
St. Mary's high school,"Bahadurpur Housing Colony, South of TV tower, Mahatma Ganghi Nagar, patna ",800026,School
G-S.Public school,"B.H.colony sector-7 south of TV tower, Patna",800026,School
Creative school,"Near TV Tower, Bahadurpur Colony, Patna ",800026,School
National Public School,"Bahadurpur housing Colony, Bhootnath Road, patna ",800026,
Cambriyan Convent Secondary School,"Amarnath Mandir, Bahadurpur Housing Colony, Patna",800020,
South Point High School,"Bahadurpur housing Colony, Bhootnath Road, patna (near Amarnath Mandir",800026,
New M.D. Public High School,"Behind Sector 3. Housing Colony, Bootnath Road, Patna",800026,
St. Joseph's High School,"Shanti Niketan Colony, TV Tower, East of Bhootnath Road, Kuhmrar, Patna",800026,
I.G Public School,"Progressive Colony, Bhootnath Road, Kankarbagh, Patna",800026,
Academy of Infant Jesus,"Bhagwat Nagar, Kuhmrar, Patna",800026,
Litera Valley,"Bhagwat Nagar, Kuhmrar, Patna",800026,
Keshav Saraswati Vidya Niketan,"Bhagwat Nagar, Naya Tola,  Kuhmrar, Patna",800026,
Vidya Bharti High School,"Priyadarshi Nagar, Bhagwat Nagar, Patna",800026,
Tapowan Residential School,"Chanakya Nagar, Kuhmrar, Patna",800026,
Blooming Rose Public School/Pratiyogita,"Maurya Vihar, Transport Nagar, Patna",800026,
D.A.V Public School (DR. GL Dutta),"Maurya Vihar Colony, New Transport Nagar, Kankerbagh, Patna",800026,
Vidya Vihar High School,"Kumhrar, Teacher's Colony, Near Kushwaha Panchayat Baithaka, Patna",800026,
New Horizons Public School,"Teacher's Colony near Vidya Vihar High School, Kuhmrar, Patna ",800026,
Residential Patna Public School,"Kumhrar, Teacher's Colony, Near Kushwaha Panchayat Baithaka, Patna",800026,
B.D High School,"Kumhrar Khaas, opp Police Chowki, Patna",800026,
Antar Jyoti Balika Vidyalaya,"Kuhmrar, Near Pancheel High School, Patna",800026,NGO School
Savitri Gyan Niketan,"Thakurbari Road, Savitri Lane, Patna",800026,
Sunrise Shishu Vidya Mandir,"Chanakya Nagar, Kuhmrar, Patna",800026,
R.B.S Residential Public School,"Chanakya Nagar, Kuhmrar, Patna",800026,
Bharti Public School,"Chitrakut Bihar Colony, Bhagwat Nagar, Kuhmrar, Patna",800026,
Alokit Public School,"Shrishti Vihar Colony, Bhagwat Nagar, Kuhmrar, Patna",800026,
Magadh International/Vidyapeeth,"Boothnath Road, Bahadurpur, Patna",800026,
Pratibha Vikas Niketan,"4M/10, Bootnath Road, Housing colony, Patna",800026,
Galaxy convent high school,"2L/73,Mahatma gandhi nagar kankarbagh patna ",800026,School
Nalanda Public School international,"Sri Ram Palace ,kati Factory Road, M.g.nager Patna-26",800026,
Patna International School ,Yougi Pur K. Bagh P-20 ,800020,School
Dadhichi Anglo Vedic School,"Yogipur ,K.Bagh, patna-20",800020,
New Cambridge school ,"Mahadeo Market,Minicic Chitragupt Nagar ,Jogipur More ",800020,School
S.S.Public School ,"South Chitragupt Nagar K.Bagh,P-20 ",800020,School
Oxford Convent ,"South Chitragupt Nagar K.Bagh,P-20 ",800020,School
Sri Gita Prasad Singh School,"Chitragupt nagar,K.Bagh Patna-20",800020,
Gulab Smriti Adunik Pathshala,"South of Chitragupta Nagar, Kankarbagh, Patna",800020,
S.Kid's Cottage High School,"12-Lic Colony ,Chitragupat nagar East Kendriya Vidayala,K.Bagh,Patna-20",800020,
Doon's Public School ,"Chitragupt nagar,K.Bagh Patna-20",800020,
Model Adelaide Convent School ,Chitragupat Nagar K.Bagh P-20 ,800020,School
Sidharatha Inter National School,"N/22, Professor colony ,chitraGuptnagar, K.Bagh Patna-20",800020,School
Morning Star School,"Chitragupt nagar,K.Bagh Patna-20",800020,
Paragon academy,"4M/106, Bhootnath road beside bimlanchal{TV tower}, Mahatama Gandhi Nagar patna",800026,School
Budha public school ,"RC 18, Bhootnath road near SBI patna ",800026,School
Baskalos Academy,"Shanti Niketan Colony, Bootnath Raod, Patna",800026,
Model English School,"Sector 6, Block No. 1, Flat No 1, Bhootnath Road, Patna",800026,
Vernacular high school,"6 MF/6/181, Bahadurpur Housing Colony,near Aprajita apartmentBhootnath road patna ",800026,School
St. Josheps balika ucha vidyalaya,"Beside agamkuwa thana Badarpur housing colony, Patna",800026,School
SDL public school ,"East of Agamkuwa thana, MIG Flat, patna",800026,School
Nimbus Inter National School,"8M/2, Bahadurpur Housing Colony, Kankarbagh",800020,School
Krishna Convent ,"F.S.Sinha Marbels, A-5 ,Vijay nagar Patna-20",800020,
PC. Academy,"New Bypass Road, Khamnichak, West Laxmi Nagar, Patna ",800026,School
Divine Central School ,"East ADM Road, Khamnichak P-27 Main Road",800027,School
CPS International Public School,"South Tarkeshwar Path,Chiriyatad.K.Bagh",800020,
Blue Welsh Academy,"South Tarkeshwar Path, Chirayatand, Kankerbagh, Patna",800020,
Education point Academy,"Chandmari Road, Ramgovind sing path, kankar Bagh Patna",800020,
S.V.D.Academy,"Dr.Ram Govind Singh,Path Chandmari Chowk",800020,
Max Well Academy / Public School,"Behind Panch Mandir, Ram gobind Singh Path, Ashok Nagar, Housing Colony K. Bagh Road P-20 ",800020,School
Sudarshan central school,"Chandmari Road, Behind Panch Mandir, Kankerbagh Patna",800020,
Sona Central High School,"Munshibhagat Path, Chandmari Road, Patna",800001,
Shikshayatan Public School,"Postal Park, Road No. 4, Patna",800020,School
R.N.S Public high School,"Postal Park ,Indira Nagar Main,road patna 01",800020,
St. Paul convent,"Ashok Nagar,RoadNo-14,k.Bagh patna",800020,
New S.V.D Residensial High School,West ashok nagar main road kankerbagh patna (behind Dwarka College),800020,
Gyan Sarovar high School,"East Ashok nagar, Road no-8, K Bagh Patna",0,
childeren Garden public School,"Badar Ghat,Bari Patan Devi,patana-7",800007,
Chacha Nehru Academy,"Gulzarbagh, Patna",800007,
R.K.Public School,Nehru chak Patna-7,800007,School
Anand Niketan ,Durga churaha lane guljarbagh patna,800007,
T.G.H School,"Bari Patan Devi,Mina Bazar,ki gali me,patnacity",800008,
The perfect guidance,Kozi bagh chaili tal road patna,800007,School
Binay vidya niketan,Kazibagh santoshe math gali,800008,School
Bright Way english academy,Khara kuan santoshi neer gali patna,800007,School
Chankya acadenny,"Khana kuan kazi bagh patna opp\ santoshi maa gali, Patna",800007,School
P.J.M.Public School,"Kaji Bagh,Naya Gaun Guljarbagh Patna-7",800007,
Patna city academy,Far par kazibagh patna,800007,School
St. Karen's public,Maharaj ganj makhanpur patna,800007,School
St. Hanuman gyan nikean,Makhanpun parnai mandir,800008,School
Bal Vidya Mandir,"Naya gaun,LadduAkhara,GuljarBagh, Patna ",800007,
Bharat Academy,"Gulabhi Bagh, Patna City",800008,
Maurya Anglo Girls High School,"Malya Mahadev Maharajgang,patna-7",800007,
Bhaskar Vidya Mandir,"Sindahala Tola,Sadik Pur,Patna-7",8000007,
Sahid Bhagat Singh Academy ,"Neem Ki Bhatti Near Sri Satya Narayan Mandir, Guljarbagh P-7",800007,School
New sem house eng school,Jagi ka chauraha n.b road patna,800008,School
The indian public school,Belwangang ashok raj path patna,800007,School
St. christ high school,Bharat pure kothi belwar gang patna,800007,School
Madarsa husainia,"Bagh toli ghasiyari gali, Patna",800008,Madarsa 
Holy Heart Academy ,"Diwan Mohalla,Hamam Patna City",800008,
Gyan sagar public school,Choa lal lane mogal pura patna city,800008,School
Saint Mary English School ,Police chowki gurghatta patnacity,800008,
St. Paul's Academy ,Gai Ghat P-7 (near Gauri Shankar Mandir),800007,School
Mechanzi Middle School,"Guljarbagh Field, Ashok Raj path, Alamganj P-7(Gauri Shankar mandir Mandir)",800007,School
Meridian Public School,"Gauri Shankar mandir road, Asho raj Path, Ulzarbagh P-7 ",800007,School
B.V.S.Convent,"Dakshini Gali Main Road, Naya Gaon, Gai Ghat P-7",800007,School
Mind Growth Public School ,"Jai Hind Gali Road, gaighat P-7",800007,School
Patliputra vidya mandir,Bhadra ghrt eldgah more(ramha school),800008,School
City Public School ,"Tarani Prasad Lane, (Gasiyari Gali) Patna City-8",800008,School
M.A. Ghani Public School ,"Rai Jai Krishna Road, Gurhatta Patna City -8",800008,School
Samarat Ashoka Vidayalaya Vatika ,"Mittan Ghat, Rai Jai Ksishva Road, Patna-8",800008,School
Morning Bells Kids Garden ,"Mittan Ghat, Rai Jai Ksishva Road, Patna-8",800008,School
Mount Carmel Convent ,Mittan Ghat Road Gurhatta Patna City-8,800008,School
Saraswati Temple High School,"Mittan ghat P-8 Diwan Mohalla, Tuli Ghat ",800008,School
St. Anne's High School ,"Behind Padri Ki Hawali, Magalpura, Patna City-8",800008,School
Jubiliant Montessori School,"Padri Ki Haweli, Patna City Sri Ram Mandir Buxi Mohalla, Patna City ",800008,School
City Montessori School ,"Dr.Mashuq Ali Road, Patna City  P-8",800008,School
Rose-Vale Oxbridge School,"Nehru Childeren Park, Charkh School Ke Begal, Gurhatta Patna-8",800008,School
Saraswati Vidayala Niketan,"Mogalpure, Sui Ki masjid, Patna City H2070",800008,School
New National english School ,"Mogalpura, Nawdhal, Patna-8",800008,School
Daffodil Public School,"New Azimabad Colony, Sultanganj, (Nala Pe), Patna",800006,
D.C.N Public School,"New Azimabad Colony, Sultanganj, Patna",800006,
Radiant School,"New Azimabad Colony, Sultanganj, (mahoni House), Patna",800006,
Feather Touch ,"New Azimabad Colony ,Sandalpur Road patna-6",800006,
Prabhu Tara High School ,"Shakri Gali, Sher Shar Main Road, Patna 7 (Near Thakur Baroi Mandir)",800007,School
Cambride High School ,"Math Laxman Pur, Koiri Tola, Arafabad road, Patna (near Shiv Mandir)",800007,
Gyan Sangam school,"Math Laxaman Pur Koyri tola,Gayghat Patna-7",800007,
D.S.V.M.High School ,"Alamganj (Bal Kishanganj), Ashok Raj Path (Near Chicke Shop)P-7",800007,School
Holy Trinity School,"Prem Niwas, Babua Ganj, Gaighat, Patna 7 (near Police Chowki)",0,
Priyanka Gyan Niketan,"Gud Ki Mandi,Near Pitambra Mandir,Guljarbagh p-7 (near Bank of India)",800007,
Green Carpet English School,"Pitambara,Mandir Colony Guljarbagh Alamgang,Patna-7",800007,
Sai International School,"Bajarang Puri, Gandhi Setu Pul, Shahid Bhagat Singh Path, Gayghat,Patna-7",800007,
Gyan Ganga Niketan,"Shahid Bhagat Singh Path,Bajarang Puri Patna-7",800007,
Bright India School,"Bajarang Puri Colony, Shiv mandir Se Aage, Gandhi Setu Pul, Patna ",800007,
Little Flower High School,"Dewan Mohalla, Manas Path, Hamam Road, Patna City P-8",800008,School
Al-Jamia Tul Razvia,"Parti Gali Do Rukhi, Magoalpura, Patna City ",800008,Madarrsa
ST. Galaxy school,"Mogalura jagi ka Chaoraha, MB road patna",800008,School
St. Joseph's Convent High School ,"Mogalpure, choti Baza,r Patna-8",800008,School
St. Micheal's Eng School,"choti Bazar, bhagat Singh lane, Magalpura Patna-8",800008,School
Government Urdu Primary School,"Choti Bazar, Mogalpura, Patna City",800008,
Government Middle School,"Shekha Ka Roza, Mogalpura, Patna City",800008,
Indira Gandhi Childeren Academy ,Parti Gali Kachari Gali Patna City -8,800008,School
Mother Deoki Convent ,Koucheary Gali Chowk Patna City-8 ,800008,
Gayanodaya Convent ,Koucheary Gali Chowk Patna City-8 ,800008,
Mery AngelsPublic ,Langoor Gali  jhun Gang Patna -8,800008,School
Ever Green Public School ,"Langoor Gali, Near Shiv Mandir, Patna City-8 ",800008,
Vidayanand Academy ,Langoor Gali  jhun Gang Patna -8,800008,School
Patliputra Academy ,Quila Road Patna City-8,800008,School
Rose Bud National Academy ,Kaima Shikoh Patna City C/m Masjid P-8,800008,School
Sri chitragupt Academy ,Laimli Lal fathak Chowk Sikarpur Patna City-9,800009,
Saraswati Gayan Niketan ,Goria Asthan P-8Lalimli,800008,School
Adhunik Pathsala,Goriya Asthan Chowk Sikarpur Patna Ci ty Patna City -9,800009,
Sri Vivekanand Madhaya vidayalaya ,Kahar Toli Mahavir Asthan Chowk Shikarpur P-9,800009,School
Patna public School ,Jungiee Prasad Lane Nala pe Patana City -9,800009,
Modern Public School ,"Vivekanand Nagar, Patna City P-9 Bengali Colony",800009,School
Gyatri Shishu Mandir ,Jungalee Prasad Lane Nala Pe Patna City 8,800008,
Kids N Kids (Kislay International),"Jeetu Lal Lane, Chowk Sikar Pur, Patna City",800009,
Sharda Vikash Mandir / Sarla Devi Khaitan,Dundi Bazar Patna City 8,800008,
The Holy Public School,"Dundi Bazar, Patna City-8",800008,School
Progressive English School,"Dundi Bazar, Patna City 8 East Ranipur,  Gulzarbagh, Patna City",800008,
Laxmi english school ,"Faisad ki maidan patna city near railway line, Patna City",800008,School
Popular English School,"Haranaha Tola, Patna City ",800008,
Oxfame Middile School,Nitayanand Ka Kuan Lodi Kata Patna City 8,800008,
Madarsa Islamia anjuman mufidue islam,Lodi katara patna city,800008,Madarsa 
Crescent english school ,Sudarshan path near railwayline patna  (lodi Katra),800008,School
Green park english school ,"LAl babu ka fatak, hajari mohalla, lodi katara patna",800008,School
Pioneer high school ,SM raja street kanghya tola patna city,800008,School
Sri Guru Nanak central school,Lodi katara ranipur ki khidki patna ,800008,School
C.P.Academy ,Morcha Road Patna City -9,800009,School
Shri Krishna memorial Academy ,"Lallu Babu Ka Kuncha Patna City-9, Near State bank of India - Bikaner",800009,School
City Convent,"Ganesh Lal Road, Chipli Tola, Hajiganj, Patna City",800009,
BhartiVidaya Mandir English School ,Mangal Talab Patna City-8,800008,School
St. Joseph pubic school,"Manas path west patel nagar, Patna",800023,School
P.V.Public School,"Sri Ram Path, west Patel Nagar,Patna",800023,
St. Vinoba high school ,"C.D.A colony, Near Panch Mandir, Patna",800023,School
H.R.D.T.Public School,"Mahesh Nagar Shivpuri Road No-1,P-23",800023,School
R.S.Academy ,S.Kumar Market Madagh Shiv Puri P-23,800023,School
California Public School ,East Patel Nagar P-23,800023,School
Sun Sine High School,"Shiv Puri, Patna",800023,School
Rediant Public School International,"North S.K Puri, Vivekanand Mark, Patna 234 Patliputra colony",800001,
Creative Residential Public School,"Devi sthan, Sai Chak,  beur, Anisabad, Patna",800002,
St. Teresa English school,"Mahavir nager society Chowk chowk, Anisabad, patna",800002,School
St. Paul Public School ,"Near Dhiraj Bhawan, Shalimar Cold Store, Harnichak,Anishabad,Patna-2",800002,
South Indian Public School,"Harni Chak, Devi Mandir Road, Anisabad, Patna",800002,
Small wonder ,"Nageshwar Colony, Parmanand Path, Patna ",800001,School
St. Xaviour's Academy,"H. NO 85c, Anandpuri, Patna",800001,
Mariyam Childeren Academy ,Garhaiya Par Bijali Office Ki Gali Patna City-8,800008,School
St. Mount Nicolas Convent,Pakkigoriya-Patna City-8 ,800008,
Green Field School ,Banawari Tola Sadar Gali P-8,800008,School
Parlance Public School,"Bagh Kalu Khan, Sadar Gali, Patna City",800008,
Madarsa makadumiah,Makhdum ki masjid lodi katara patna city ,800008,Madarsa 
St Pauls English School ,Moghlpura Januli Rai ka kuwa patna city,800008,
Sanskar Kids ,Nawab bahadur Road New Sadak Patna City-8,800008,
Gandhi Childeren English School,Nawab Bahadur Road Chowalal Lane PatnaCity,800008,
A.S.B.V. Vidayalaya ,"Ashok Chakra Gali, Gurhatta, Patna P-8 Near of Shiv Mandir",800008,School
Alfa Public School ,Pandakha Lane Diwan Colony Patna City-8 ,800008,
Lotus Temple School ,Nimghat Khajekhala Patna City-8 ,800008,
S.Samarat English School,Khajekala Nawabghat Patna City -8,800008,
Father Angel High School,"Kajkelan Sabzi Mandi, Behind PO Khajekalan, Patna City",800008,
City Central School ,"Khajekalan Sabji Mandi, Patna City-8",800008,School
Kids care ,"Chowk sikarpur, Darav Toli, Near Sri Hari Samkari MAdir Patna City-8 ",800008,
M.P.Public School,Mohammad Prasad Kalibhawan Dundi Bazar Patna City-8,800008,
Modern Scietific Academy ,"Kashi Nath Lane, East Lohanipur, Kadamkuan, Patna",800003,
Apolo Central School,"Kashi Nath Lane, Eash Lohanipur, Patna",800003,
Mahatma Gandhi High School,"Railway Hunder Road Lohanipur, Patna",800003,School
Kyamat Public School/Kainath,Railway Hunder Road Lohanipur,800003,School
Little Garden play school,"Pustakalya lane, east lophanipur, Kadamkuan patna ",800003,School
Vidya Niketan Girls High school,Anugrah Narayan Road Near Congress Maidan Patna (near St. Columba's School),800003,School
ST. sevrin`s High school ,New area Kadamkua Near durga mandir ,800003,School
CMS acadmey,Raj kunj Justice Rak Kishore Path Kadamkua,800003,School
Gyan Niketan Public School,Mohan bhavan West lohanipur Kadamkua,800003,School
Saloni Convent school,"Lohanipur Pachkari sao lane Kadamkuan, Patna",800003,School
Residential Saraswati Niketan,"West Lohanipur, Railway Hunter Kadamkuan, Patna",800003,
Government Kanya Middle School,"Upadhyay Lane, Lohanipur, Kadamkuan",800003,
Government Middle School,"Upadhyay Lane, Lohanipur, Kadamkuan",800003,
Lokeshwari Mahila Uccha Vidyalaya,"Upadhyay Lane, Lohanipur, Kadamkuan",800003,
Pragatisheel Bal Vidya Kendra,"West Lohanipur, Railway Hunter Kadamkuan",800003,
Primary Mother Teressa Academy,"West Lohanipur, Goria sthan , Kadamkuan, Patna",800003,
ST. Augustine School,"Pirmuhani, West Lohanipur, Kadamkua, Patna",800003,School
ST. Joseph Primary School,"Pirmuhani Kadamkuan, Patna",800003,School
Bachchan Vidya mandir ,"Pirmuhani Kadamkua, Devidyal Building, Patna",800003,School
Devidyal Uchh vidyalaya,"Pirmuhani Kadamkua, Devidyal Building, Patna",800003,School
Patliputra Junior school,"Pirmuhani Kadamkua, Devidyal Building, Patna",800003,School
Government Samadar High School,"Lalgi tola,  Kadamkuan, Patna",800003,
Student Scientific School,"Lalgi tola,  Kadamkuan, Patna",800003,
Government Samadar Middle School,"Lalgi tola,  Kadamkuan, Patna",800003,
Government Kanya Vidyalaya,"Lalgi tola,  Kadamkuan, Patna",800003,
ST. Mary`s  school,"New Laljitola, Patna",800003,School
Holy cross convent ,"Rajendra Path, opp CDA building,  patna",800001,School
ST. Mathew`s High School,Opposite Bhatacharya turn Rajendra Path Patna,800003,School
Usha Martin school,Behiind om vihar appartment kadamkua ,800003,School
Government Blind School,"Kadamkuan, Budh Murti, Patna",800003,
Saraswati central English school,Salimpur Ahra Gali no. 1 Patna,800003,School
Arbind Bal Niketan,Salimpur Ahra Gali no. 1 Patna,800003,
ST. stephens school,Salimpur Ahra Gali no. 1 Patna,800003,School
Vivek Vihar Public school,Kadamkua Sabzi mandi road-daldali,800003,School
New Modern Academy,"Daldali Road, Kadamkuan, Patna",800003,School
Rose Berry Convent ,DN lane Daldali road Patna,800003,School
Student Scientific School,"Salimpur Ahra DN Lane, Patna",800003,
Government Girls Middle School,"Salimpur Ahra DN Lane, Patna",800003,
Government Primary School,"Salimpur Ahra, Daldali Road, Patna",800003,
Bidya Biti School,"Samadar Path Park road, Daldali Road, Kadamkuan, Patna",800003,School
St. John Public School ,"Park Road Daldali, Kadamkuan, Patna",800003,
Sunrise Residential Public School,Behind Park Road Patna,800003,School
Honey Dew ,Park road Kadamkua Patna,800003,School
Fairy Land ,"Doman Bhagat lane, Park Road, Kadamkuan, Patna",800003,
New spring dale school,Bakarganj Gali No. 3  Patna ,800003,School
Patna Accadmey,"Bakarganj gola road electonics market, Patna",800003,School
Christ Church Dicocean  school,North Gandhi Maidan Patna (near Bus stand),800003,School
Amin Girls High School,"Opp Abdul Haji Complex, Kabai Gali, Exhibition Road Patna ",800001,School
Jesus Mary Convent,Jamal Road Patna,800001,School
Marian Academy,SP Verma Road Patna,800001,School
Modern Sanik school,frazer Road  Patna,800001,School
Seventh day Adventis school,Near Radio Station Frazer Road Patna,800001,School
Government Girls High School,"Dakbangal Chauraha, Patna",800001,
Kids Villa school,"Opposite BIA , Sinha Library road Patna",800001,School
Saraswati Academy Shishu Niketan,Budh marg Near Museum Patna,800001,School
Bedi Public school,China kothi Budh marg Patna ,800001,School
St. Xavier`s  High school,West Gandhi maidan Patna ,800001,School
Bankipur Girls High School,"Opp Gol Ghar, Patna",800001,
Gol Ghar Government School,"Gol Ghar Campus, Patna",800001,
New Model Public school,Lodipur Golghar Mor patna (Nextto Dr. Basant),800001,School
Patna Children Academy,"Lodipur,Police Line Ke Bagal Me, Patna (gol Ghar, Bank Colony)",800001,
St. Joseph High school,Lichi Bagan Lodipur  Near police Line Patna ,800001,School
Shamrock English School,Lichi Bagan Lodipur Patna ,800001,School
Modern Loyla School,"lichi bagan Lodipur, St.Joseph's Ke Pass",,
ST. stephen`s school,North Mandiri Cannal Patna ,800001,School
St. Paul`s International school,North Mandiri Cannal Patna (Buddha Colony),800001,School
St. joseph high school,"North Mandiri, nala, Patna (opp St. Stephen's School)",800001,
Indira Girls School/Indira Bal Vikas Vidyalaya,"Bapu Nagar, North Mandiri, Patna ",800001,School
New st.  Teressa High school,"North mandiri, nala, Patna",800001,School
