Holy Cross Public School,Nur.,5,Chai Tola Pathri Ghat Gulzarbagh Alamganj Patna,800007,English and Hindi,Unecognised,Private unaided,Low Cost
Binay Vidya Niketan,Nur.,5,Kazibagh Santoshi Maa Gali Gulzarbagh Patna,800007,English and Hindi,Unecognised,Private unaided,Low Cost
East Point School,1,5,Biscoman near of BPS ITI Institute Patna,800006,English,Unecognised,Private unaided,Low Cost
Madarsa Darul Alum Aubia,Nur.,3,Abdul Bari Bhawan Pani Tanki Sanichra Dargah Road Patna,800006,English and Hindi,Unecognised,Private aided,
Sri Krishna Niketan,Nur.,9,Dujarachak Budha Coloney Patna,800001,English and Hindi,Unecognised,Private unaided,Affordable
Model ST. Michael's High School,Nur.,10,Budha Coloney Dujrachak Patna,800001,English,Unecognised,Private unaided,Affordable
ST. Public School,Nur.,7,"Plot No.- B/119, Buddha Coloney Patna",800001,English,Unecognised,Private unaided,Low Cost
Blossom Nursery School,Nur.,3,Main Road Budha Coloney east Boring Canal Road Patna,800001,English,Unecognised,Private unaided,Higher Cost
P.D. Public School,Nur.,10,Saryu Sadan Budha Coloney Patna,800001,English,Unecognised,Private unaided,Affordable
Akhil Vishva Gayatri Pariwar,1,7,Gaurya Sthan North Budha Coloney Patna,800001,English and Hindi,Unecognised,Private aided,
ST. John's High School,Nur.,10,East boring cannal road patna,800001,English,Unecognised,Private unaided,Higher Cost
St. Xaviours Academy,Nur.,6,"H.No.- 85, C Anandpuri Patna P.S.- Patliputra, P.O.- Boring Canal Road",800001,English and Hindi,Unecognised,Private unaided,Low Cost
Marshalls Academy,1,8,"West Boaring Canal Road Building No.- 02, Patna",800001,English and Hindi,Unecognised,Private unaided,Affordable
Progressive English School,Nur.,7,Dundi Bazar Patna City,800009,English,Unecognised,Private unaided,Low Cost
ST. Michael English School,Nur.,7,Mogalpura Choti Bazar Bhagat Singh Lane Patna City,800008,English,Unecognised,Private unaided,Low Cost
Al-jamia Tul Razvya,Nur.,10,PartyGali Dorukhi Mugalpura Patna City,800008,English and Hindi,Unecognised,Private unaided,
M.A.Ghani Public School,Nur.,8,Rai Jai Krishn Road Gourhatta Patna City,800008,English,Unecognised,Private unaided,Low Cost
Baidhnath Prasad Gupta Memorial Educational Trust,Nur.,8,Neem ki Bhatti Gulzarbagh Patna City,800007,Hindi,Unecognised,Private aided,
Aryan's Academy,Nur.,5,"Hamam Lane, Rai Jai Krishn Road Gourhatta Patna City",800008,English,Unecognised,Private unaided,Low Cost
Little Flower School,Nur.,8,"Manaspath, Diwan Mohalla Patna City",800008,English,Unecognised,Private unaided,Higher Cost
ST. Joseph's Convent High School,Nur.,8,"Mugalpura, Choti Bazar Patna City",800008,English,Unecognised,Private unaided,Low Cost
Saraswati Gyan Niketan,Nur.,5,Jalwa Toli Mogulpura Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Saraswati Vidya Niketan,Nur.,8,"Mugalpura, Sui Ka Masjid Patna City",800008,English,Unecognised,Private unaided,Low Cost
ST. Fransis High School,Nur.,10,"MG Nagar 4M/100, Bahadarpur Coloney Patna",800026,English and Hindi,Unecognised,Private unaided,Low Cost
Pratibha Vikash Niketan,Nur.,8,"4M/10, Bhoothnath Road Housing Coloney Patna",800026,English and Hindi,Unecognised,Private unaided,Low Cost
Sarswati Temple School,Nur.,6,Dundi Bazar Patna City,800008,English,Unecognised,Private unaided,Low Cost
Lotus Temple School,Nur.,7,Khajkala Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Marium Children Academy,Nur.,5,Gulabibagh Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Bharat Academy,Nur.,6,Gulabibagh Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Ever Green Public School,Nur.,7,Langoor Gali Near Shivmandir Patna City,800008,English,Unecognised,Private unaided,Low Cost
Shine Academy,Nur.,5,Bahari Dhawalpura Patna City,800009,English,Unecognised,Private unaided,Low Cost
G.S.E. School,Nur.,6,Bahri Begumpur Akhara par Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Sahid Jagdeo Madhya Vidayala,Nur.,4,Begumpur Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Bhartiya Vidya Mandir,Nur.,7,Mangal talab Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Madrasa Islamiya,1,5,Lodi Katra Patna City,800008,URDU,Unecognised,Private unaided,Low Cost
Hassan Academy,Nur.,6,Lodi Katra Patna City,800008,English,Unecognised,Private unaided,Low Cost
Oxfame middle school,Nur.,8,Nityanand Patna City,800008,English,Unecognised,Private unaided,Low Cost
Pioneer High School,Nur.,10,S.M.Raza Street Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Sarvoda Academy,Nur.,10,Neem Ka Chauraha,800008,English,Unecognised,Private unaided,Low Cost
St. Pauls English School,Nur.,5,Mugalpura Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Green Park English School,Nur.,7,Vivekanand Gali Maharaj Ghat Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Gandhi English Academy,Nur.,7,Lodi Katra Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Children World English School,Nur.,6,Choudhary Gali Patna City,800008,English,Unecognised,Private unaided,Affordable
Gyan Ganga School,Nur.,5,Vivekanand Gali Maharaj Ghat Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
S.Samrat English School,Nur.,5,Nawab Ghat Patna City,800008,English,Unecognised,Private unaided,Low Cost
Model Public School.,1,8,Hansraj ki Deori Nala toli Patna City,800008,English,Unecognised,Private unaided,Low Cost
Watson Academy,Nur.,7,Kashmiri Kothi Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Sir Sayed Girls high school,1,8,Shah Imli Road Patna City,800008,Urdu,Unecognised,Private unaided,Low Cost
M.P. Public School,1,5,Mahanand Prasad Kali Bhawan Dundi Bazar Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Kids Care,Nur.,5,Chowk Sikarpur Patna City,800009,English,Unecognised,Private unaided,Affordable
Madarsa Islamiya,1,8,Lodi Katra Patna City,800008,A,Recognised,Private aided,
Little Heart School,Nur.,6,Noon Ka Chauraha Patna City,800008,English,Unecognised,Private unaided,Low Cost
Little Angle`s High School ,Nur.,10,kadamkua uma niwas ,800003,English and Hindi,Unecognised,Private unaided,Low Cost
St. Francis Residential School,Nur.,8,R.N.T. Path Rajendra Nagar Patna,800016,English,Unecognised,Private unaided,Low Cost
HPV Public School Dariyapur Patna,Nur.,6,Dariyapur Gola Road Patna,800004,English and Hindi,Unecognised,Private unaided,Low Cost
Ideal Convent School,Nur.,7,Subzibagh Dariyaur Patna,800004,English,Unecognised,Private unaided,Low Cost
Kislaya High School,Nur.,8,Anni Basent Road Patna,800004,English,Unecognised,Private unaided,Low Cost
Prakash Gyan Niketan.,1,5,Kajiur Road No. 2 ,800004,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Josheps Balika Ucha Vidyalaya,Nur.,10,"Bahadurpur Housing Coloney Sector- 7, near Agamkhuan P.S.",800026,Hindi,Unecognised,Private unaided,Low Cost
A.G.N Public School,Nur.,5,Kajiur Road No. 3,800004,English and Hindi,Unecognised,Private unaided,Low Cost
Magadh International Public School,Nur.,10,Bhoothnath Road Bahadurpur K.Bagh,800026,English,Unecognised,Private unaided,Low Cost
Vidya Sagar High School,Nur.,10,Uma Shankar Lane Gourhatta Patna City,800008,English,Unecognised,Private unaided,Low Cost
Kiddy Garden,Nur.,5,"P.O.- Mahendru, P.S.- Sultanganj, Opp.- Petrol Pump Patna",800006,English and Hindi,Recognised,Private unaided,Low Cost
Suvidha Bharti International School,Nur.,4,Moti Pan Gali Darbari Line Patna,800001,English,Unecognised,Private unaided,Low Cost
Dehradun Public School,Nur.,8,"Nehru Area B Area, Mithapur patna",800001,English,Unecognised,Private unaided,Low Cost
Snen Public School,Nur.,10,Purandarpur near old Police cowki,800001,English,Unecognised,Private unaided,Low Cost
New Creative Convent,Nur.,8,Indira Nagar Postal Park Road No.- 4 Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Agnes English School,Nur.,8,Indira Nagar Postal Park Road No.- 4 Patna,800020,English,Unecognised,Private unaided,Affordable
Sun International School,Nur.,10,"K-3, Devi Market Malahi Pakdi Chowk K.Bagh Patna",800020,English,Unecognised,Private unaided,Higher Cost
Creative Cottage Gurukul ,Nur.,12,Gangotri Complex 2nd 3rd Floor South west Corner of Rainbow Field K.Bagh,800020,English,Unecognised,Private unaided,Higher Cost
Sun High School,Nur.,8,Malahi Pakdi Chowk K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
M.D.National High School,Nur.,8,Ashok Nagar K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
Natural abyas accadmy,Nur.,7,Chandmari Road K.Bagh Patna,800020,English,Unecognised,Private unaided,Low Cost
Adarshila Public School,Nur.,10,Malahi Pakdi Chowk K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Affordable
Pryan Central School,Nur.,6,Indira Nagar Postal Park Road No.- 4 Patna,800020,English,Unecognised,Private unaided,Low Cost
Bhabha Central School,Nur.,8,Bhabha Coloney Hanuman Nagar K.Bagh Patna,800020,English,Unecognised,Private unaided,Higher Cost
Laxmi English School,1,5,Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Sharda Vikash Mandir,1,10,Dundi Bazar Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
The Holy Public School,1,5,Dundi Bazar Patna City,800008,English,Unecognised,Private unaided,Low Cost
Tubaday School,1,8,Shah Imli Road Patna City,800008,English,Unecognised,Private unaided,Low Cost
Popular English School,1,7,Harnaha Tola Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Infantus Academey,Nur.,7,Mahavir Mandir Nawabganj Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
K.S.C Children's Acadamey,Nur.,6,Nawanganj Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Masoom School,1,3,Nehru Nagar Patliputra Coloney North H.P.Gas Godwn Patna,800013,English,Unecognised,Private unaided,Affordable
Arambhika ,1,5,"Building No.- 298, Nehru Nagar Van Vibhag Road, Patna",800013,English,Unecognised,Private unaided,Low Cost
Mount Glory Accademy,Nur.,6,"Near State Bank, New Punai Chak Rajbanshi nagar Patna",800023,English,Unecognised,Private unaided,Low Cost
City Public School,Nur.,8,"Garahua Tola Lane, Sultanganj, Mahendru Patna",800006,English,Unecognised,Private unaided,Affordable
Navrangi Academy,Nur.,6,Vir Kunwar Singh Nagar Patna,800001,English,Unecognised,Private unaided,Low Cost
Indian Slums Charity School,Nur.,6,Chanpura Bela colni More Jakkanpur Road No. -2 Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
New Kids International School,Nur.,5,New Purandarpur Gali Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
D.P.A. Gayanoday English School,Nur.,7,Chanpura Bela Patna,800001,English,Unecognised,Private unaided,Low Cost
St. Johns English Hiugh School,Nur.,5,Chandpur Bela Jakkanpur Patna,800001,English,Unecognised,Private unaided,Low Cost
S.P.Montessory School,Nur.,5,Chandpur Bela Jakkanpur Gaya Line Road Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Azad Bharti Public School,Nur.,5,Chandpur Bela Gaya Railway Line Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
R.N.T. High School,Nur.,8,Chandpur Bela P.o.- G.P.O.,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Sun flower Academy,Nur.,5,Chandpur Bela Patna,800001,Hindi,Unecognised,Private unaided,Low Cost
Mother Teresa tiny Tots English School,Nur.,10,Narayan Market JP nagar patna,800001,English,Unecognised,Private unaided,Higher Cost
Aanand Public School,Nur.,10,Jayprakash nagar jakkanpur,800001,Hindi,Unecognised,Private unaided,Low Cost
Universal Residential school,Nur.,10,Jay prakash nagar Near sipara pul patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
C.D.S  National School,Nur.,10,jay Prakash Nagar jakkanpur patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Vikash Vidyalay,Nur.,10,jay Prakash Nagar jakkanpur patna,800001,Hindi,Unecognised,Private unaided,Low Cost
Bal Vidya Niketan,Nur.,8,jay Prakash Nagar jakkanpur patna,800001,Hindi,Unecognised,Private unaided,Low Cost
B.B.S Public School,1,6,Saidpur Road No.- 2 Patna,800004,English and Hindi,Unecognised,Private unaided,Low Cost
Maurya Vidya Peeth,1,6,Sahganj Naar Road Patna,800006,English,Unecognised,Private unaided,Low Cost
J.E. High School,1,8,S.H. Lane Mushalalpur Patna,800006,English,Unecognised,Private unaided,Low Cost
Naresh Vidya Mandir,1,6,Musshalepur Hatt Patna,800006,English,Unecognised,Private unaided,Low Cost
Mary Mount Academy,1,6,"Mussalahapur, Mohammed Path, Patna",,English,Unecognised,Private unaided,Affordable
Prabha Gayan Niketan,1,7,"Surya, Sadan, Rampur Lane, Mussalahpur, Patna",800006,English and Hindi,Unecognised,Private unaided,Low Cost
The Kidki Garden School,Nur.,5,"Rampur Lane, Mussalahpur, Patna",800006,English,Unecognised,Private unaided,Low Cost
Al-Hira Public School,1,8,"Mohammedpur, Professor Colony, Bhagwati Lane, Patna",800006,English,Unecognised,Private unaided,Affordable
St. J.B.S American School,1,10,"Garuha Tola, Sutanganj Thana, Patna",800006,English,Unecognised,Private unaided,Affordable
Freedom Convent,1,10,"Sultanganj Thana Road, Samne Wali Gali, Patna",800006,English and Hindi,Unecognised,Private unaided,Low Cost
T.H.N Public School,1,5,"New Azimabad Colony, Patna",800006,English,Unecognised,Private unaided,Low Cost
Sri Maa Durga Academy,1,7,"Saidpur Neher Road, Mussalahpur",800006,English and Hindi,Unecognised,Private unaided,Low Cost
Residential Happy child School,1,8,"G-1, PC Coloney K.Bagh",800020,English,Unecognised,Private unaided,Low Cost
M.R.G. Central School,Nur.,8,"P.C. Coloney, Makan No.- 21, K.Bagh Patna",800020,English,Unecognised,Private unaided,Low Cost
Teresa The Mother High School,Nur.,7,Madhuban ComplexMalahi Pakdi Patna,800020,English,Unecognised,Private unaided,Low Cost
Watsalya Public School,Nur.,7,B-107 PC Coloney K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
Tiny Heart High School,Nur.,5,"A-133, Housing Coloney, K.Bagh Patna",800020,English,Unecognised,Private unaided,Affordable
Patna Children Academy,Nur.,7,Golghar Bank Road near Haldi Apartment Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Madarsa Islamiya,1,5,Lodi Katra Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Crescent English chool,1,7,Lodi Katra Patna City,800008,English,Unecognised,Private unaided,Affordable
National English Academy,1,8,Mugalpura Kali Sthan Patna City,800008,English,Unecognised,Private unaided,Affordable
SDL Public School,Nur.,7,Agamkuan Thana M.I.G. Patna,800026,English and Hindi,Unecognised,Private unaided,Low Cost
Sri Guru Nanak Central School,Nur.,7,Lodi Katra Ranipur Ki Khioki Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
New ST. Paul High School,Nur.,10,Paderi ki Haveli Bijli Office LanePatna City,800008,English,Unecognised,Private unaided,Affordable
Madhya Vidyalay Mansa Ram Akhara,Nur.,6,Mansa Ram Ka Akhara Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Vernacular High School,Nur.,8,"6 M.F/181, B.H. Coloney Bhooth Nath Patna",800026,English and Hindi,Unecognised,Private unaided,Low Cost
Creative School,Nur.,5,Near T.V. Tower B.H.C. Patna,800026,English,Unecognised,Private unaided,Low Cost
New ST. Teressa English School,Nur.,5,North Mandiri Opp.- China kothi pull Patna,800001,English,Unecognised,Private unaided,Low Cost
Gyatri International School,Nur.,5,Jagat Narayan Road Kadamkuan Patna,800003,English and Hindi,Unecognised,Private unaided,Low Cost
Indira Bal Vikash Vidyalay/ Girls High School,Nur.,10,North Mandiri Bapu Nagar Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Amin Girls High School,1,10,Opposite Abdul Hai Complex Kabari Gali Exibition Road Patna,800001,English,Unecognised,Private unaided,Low Cost
Shanti Niketan School,Nur.,6,Jagat Narayan Road Kadamkuan Patna,800003,English and Hindi,Unecognised,Private unaided,Low Cost
Sri Arbind Institute,Nur.,5,"C/O, Late J.M. Prasad, Bansi Kunj Kadam Kuan Patna",800003,English and Hindi,Unecognised,Private unaided,Low Cost
Concept Public School,Nur.,7,Opp. GD Patliputra School Jagat Narayan Road Kadamkuan Patna,800003,English,Unecognised,Private unaided,Low Cost
Holycross Convent,Nur.,7,"Rajendra Path Opp.- CDA Building, Patna",800001,English,Unecognised,Private unaided,Low Cost
Holy Trinity School,Nur.,7,"Prem Niwas, Gulzarbagh Patna",800007,English and Hindi,Unecognised,Private unaided,Affordable
Mechanzi Middle School,1,8,"Gai Ghat Gulzarbagh Field P.O.- Gulzarbagh, PS.- Alamganj",800007,English and Hindi,Recognised,Private aided,
Patna Public School,1,5,Jakkanpur Patna,800001,English,Unecognised,Private unaided,Low Cost
Hallo Kids School,Nur.,5,Jai Prakash Nagar Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Patna Public School,Nur.,8,Chandpur Bela Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Nalanda International Academy,Nur.,8,West Jayprakash Nagar Jakkanpur Patna,800001,English,Unecognised,Private unaided,Higher Cost
Nirdhan Shishu Vidyalay,Nur.,5,West Jay Prakash Nagar Patna,800001,Hindi,Unecognised,Private aided,
Adarsh Vidya Center,Nur.,8,West Jay Prakash Nagar Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Sarswati Sishu Academy,Nur.,5,Chandpur Bela Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Gyandeep Children Basic School,Nur.,5,Anisabad Gardanibagh Patna,800002,Hindi,Unecognised,Private unaided,Low Cost
Divya Joyti English Academy,Nur.,5,Shivpuri Anishabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
The Moon Public School,Nur.,6,Shiv Puri Beur Road Patna,800002,English,Unecognised,Private unaided,Low Cost
M.R.Mission School,1,8,"Khemnichak new,Jaganpura Ram Krishna Nagar Patna",800008,English,Unecognised,Private unaided,Affordable
Regal International School,1,10,Vikash Nagar Road No.- 2 Sandalpur Road Mahendru Patna,800006,English and Hindi,Unecognised,Private unaided,Affordable
Blue Pearl  School,Nur.,8,Alamganj Police Chouki Gulzarbagh Patna,800007,English and Hindi,Unecognised,Private unaided,Affordable
St. Pauls Academey,Nur.,7,Gai Ghat Gulzarbagh near Gauri Shankar Mandir Patna,800007,English,Unecognised,Private unaided,Low Cost
Patna City Academy,Nur.,7,Kazi Bagh Chailital Gulzarbagh Patna,800007,English,Unecognised,Private unaided,Low Cost
Sharda Public High School,1,8,Madhav Mills Malsalami Patna,800008,English,Unecognised,Private unaided,Low Cost
Eklabya Public School,Nur.,7,Simli NawabGanj Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
ST.Tulsi English Academy,1,5,"Simli main road Malsalami P.O.- Madahav Mills, P.S.- Malsalmi, Patna City",800008,English,Unecognised,Private unaided,Low Cost
English Channel Seminary,Nur.,,Nawab Ganj Simli Malsalami Patna,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Vidya Mandir Girls High School,Nur.,10,Anisabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Holy Land English Academey,Nur.,6,Anishabad Patna,800002,English,Unecognised,Private unaided,Low Cost
The Sun Beam Academy,Nur.,8,Ambedkar Chowk Chitkohara,800002,English,Unecognised,Private unaided,Affordable
Vidya Mandir School,Nur.,6,Anishabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Gokul Academey,Nur.,7,Anishabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Sarswati Modern English School,Nur.,6,Gardani bagh Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
R.S.Public School,Nur.,8,"A/37, Sachiwalaya Coloney Op.- Kr-endriya Vidyalaya K.Bagh Patna",800020,English,Unecognised,Private unaided,Affordable
Shivam Convent,Nur.,8,V-497 Sachiwalaya Coloney Near Kendriya Vidayalay Patna,800020,English,Unecognised,Private unaided,Affordable
Asha Deep Public School,Nur.,7,Janki Path New Damaniya Gardanibagh Patna,800002,English,Unecognised,Private unaided,Affordable
St. Tagore High School,Nur.,5,Balmichak Gardani bagh Patna,800002,English,Unecognised,Private unaided,Low Cost
S.M. Convent School,Nur.,5,Narayan Nagar Anishabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Saint Paul's High School,Nur.,8,Harmichak Anisabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Tranning Point Public School,Nur.,7,Harmichak Anisabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Morning Glory Play School,1,5,Harmichak Anisabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
St. Paul Public School,Nur.,7,Harmichak Anisabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Dichha Angal Public School,Nur.,8,Harmichak Anisabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Sagalious Bachpan School,Nur.,5,Harmichak Anisabad Patna,800002,English,Unecognised,Private unaided,Affordable
Lord Jesus School,Nur.,5,Maheshpur Mehandiganj Patna City,800008,English,Unecognised,Private unaided,Low Cost
Nav Bharat English School,Nur.,6,Kath ka Pool Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
New King Christ,Nur.,5,Udhrampur Lakhiya Baba Matth Patna City,800008,English,Unecognised,Private unaided,Low Cost
New International School,Nur.,8,Munnachok Kankarbagh ,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Patliputra Vidyapith,Nur.,10,Hanuman Nagar Pani Tanki Road Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Oxford Convent,Nur.,10,Chitragupt Nagar K.Bagh Patna,800020,English,Unecognised,Private unaided,Low Cost
DSVM High School,Nur.,7,"Ashok Rajpath Gulzarbagh, Patna",800007,English and Hindi,Unecognised,Private unaided,Low Cost
Mahadumm - Almomeneen Aayesha Siddiqah,Nur.,8,"Alamganj Shish Mahal Coloney Pathan Toli, P.O.- Gulzarbagh , P.S.- Alamganj, Patna",800007,English and Hindi,Unecognised,Private unaided,Low Cost
SRI krishna Chandra Seminary,Nur.,7,S.K.Chandra Lane Main Road Bigrahpur ,800001,English,Unecognised,Private unaided,Low Cost
Anand International School,Nur.,8,Chiriyatad Opp.- Badrinath Bhawan Patna,800020,English,Unecognised,Private unaided,Affordable
New sacred High school,Nur.,8,Khas mahal chiryatar patna,800020,English,Unecognised,Private unaided,Low Cost
Adhyan Foundation,Nur.,5,"A/167, P.C.Coloney Kankarbagh Patna",800020,English,Unecognised,Private unaided,Affordable
Vatsalya Niketan,Nur.,8,chandmari road ajad path,800020,English,Unecognised,Private unaided,Affordable
Mission Public School,Nur.,8,Bigrah Pur New Bus Stand,0,English,Unecognised,Private unaided,Low Cost
R.P residential Public School,Nur.,8,Ram nagar road jakkanpur,800001,English,Unecognised,Private unaided,Low Cost
Heritage Public School,Nur.,12,Malahi Pakdi Chowk K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
St.Tagore Public School,1,7,Bigrahpur jakkanpur patna,800001,English,Unecognised,Private unaided,Low Cost
Royal Public School,Nur.,8,Bigrah Pur New Bus Stand,800001,English,Unecognised,Private unaided,Low Cost
South Point School,Nur.,5,"A-113, PC Coloney, K.Bagh Patna",800020,English,Unecognised,Private unaided,Low Cost
The Foundation,Nur.,4,"G-44, P.C.Coloney K.Bagh Patna",800020,English,Unecognised,Private unaided,Higher Cost
Bright Way Academy,Nur.,5,Ashok Nagar Road No. - 08 K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
New Patna Central School,Nur.,7,Indira Nagar Postal Park Road No.- 9 Patna,800001,English,Unecognised,Private unaided,Low Cost
Patna Public School,Nur.,8,"South Tarkeshwar Path, Chiriatad Patna",800001,English,Unecognised,Private unaided,Low Cost
Aklavya Kids International,Nur.,5,"Ashok Nagar Road No.- 08, near Joyti Medical ",800020,English,Unecognised,Private unaided,Low Cost
S.K. Vidya Vihar,Nur.,7,"A-41, P.C. Coloney K.Bagh Patna",800020,English,Unecognised,Private unaided,Low Cost
Jesus Children School,Nur.,8,Karbigiya main road near bus stand Patna,800001,English,Unecognised,Private unaided,Low Cost
Bright Career,Nur.,6,Karbigiya main road near bus stand Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
ParasAcademy,Nur.,6,Ashok Nagar Road No.- 3 K.Bagh Patna,800020,English,Unecognised,Private unaided,Low Cost
Central Public School,1,6,"361, Nehru Nagar near H.P. Gas Godown Patna",800013,English and Hindi,Unecognised,Private unaided,Low Cost
Sea Rock Academy,1,7,"Road No.- 02, Rajwansi Nagar Patna",800023,English and Hindi,Unecognised,Private unaided,Affordable
Jubiliant Montessori School,1,7,Padri ki Haweli Buxi Mohalla Sri Ram Mandir Patna City,800008,English,Unecognised,Private unaided,Affordable
Greenfield School,Nur.,10,Banwari Tola Sadar Gali Patna City,800008,English,Unecognised,Private unaided,Affordable
City Montessori School,Nur.,8,Dr. Mansoor Ali Road Patna City,800008,English,Unecognised,Private unaided,Affordable
Patliputra Academy,Nur.,5,Sita Mandir Buxi Mohalla Janki Ghat Patna City,800008,English,Unecognised,Private unaided,Low Cost
A.S.B.V. Vidyalay,Nur.,7,Ashok Chakra Gali Gourhatta Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Magadh English School,Nur.,6,Guzari Bazar Patna City,800008,English,Unecognised,Private unaided,Low Cost
Budha Public School,Nur.,10,"R.C.- 18, Bhoothnath Road near S.B.I.",800026,English,Unecognised,Private unaided,Affordable
Baskalos Academy,Nur.,10,"Shanti Niketan Coloney, K.Bagh Patna",800026,English,Unecognised,Private unaided,Low Cost
New M.D. Public High School,Nur.,7,"Behind Sector- 03, Housing Coloney K.Bagh Patna",800026,English,Unecognised,Private unaided,Low Cost
ST. Daniel Public School,Nur.,10,"Vivekanand Path New Patna Coloney,near Beaur Jail Patna",800002,English,Unecognised,Private unaided,Higher Cost
Patna Public School,Nur.,6,Janak Chowk Beaur Jail Hasanpura Patna,800002,English,Unecognised,Private unaided,Low Cost
Blooming Buds,Nur.,5,A Right Path of Bright Future Panchvati Coloney Shanti Market Beaur Patna,800002,English,Unecognised,Private unaided,Low Cost
Kids Care School,1,5,Harnichak Anisabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Lemark English Academy,Nur.,8,Shiv Nagar More Harmi Chak(Kalayani Coloney)Anisabad Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Bal Bharti New Montesary School,Nur.,5,Jhun Jhun  Mahal Near K.P.S. Memorial High School Ke Saamne New Yarpur Patna,800002,English and Hindi,Unecognised,Private unaided,Affordable
G.B.Public School,Nur.,6,"New Yarpur Gardani bagh Road No,- 1, Patna",800002,English and Hindi,Unecognised,Private unaided,Low Cost
Little Convent High School,Nur.,8,D.V.C. Chowk New Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Teresa English School,Nur.,7,Mahavir Nagar Socitey Chowk near Hanuman Mandir Patna,800002,English,Unecognised,Private unaided,Low Cost
Gyan Niketan Public School,Nur.,7,Mohan bhavan new area kadam kua west lohanipur,800003,English,NOC from a board ,Private unaided,Low Cost
Adhunik Shiksha ,1,6,EastLohanipur Kadamkuan Patna,800003,English and Hindi,Unecognised,Private unaided,Affordable
Sarswati Vidya Mandir,Nur.,8,Baldeo Sahay Road Kadamkuan Patna,800003,English and Hindi,Unecognised,Private unaided,Affordable
