ST. Francis Xaviour,1,7,"519,nehru nagar patna",800013,English,Unecognised,Private unaided,Low Cost
Gulmohar Academy,Nur.,10,"9, nehru nagar patna",800013,English,Unecognised,Private unaided,Affordable
Sishu Vidya Niketan,1,5,Rajapur Mainpura Patna,800001,Hindi,Unecognised,Private unaided,Low Cost
Sarswati Central School,1,8,Gosai tola patna,800001,English,Unecognised,Private unaided,Low Cost
St. Pauls Academey,1,10,m6 shri krishna nagar Boring road,800001,English,Recognised,Private unaided,Affordable
Prarambhika ,1,5,Boring road patna,800001,English,Unecognised,Private unaided,Low Cost
INS Publi school,Nur.,10,S.k puri patna,800001,English,Unecognised,Private unaided,Low Cost
Rose bud Public School,1,10,West S.K puri patna,800001,English,Unecognised,Private unaided,Affordable
Little Garden School,1,6,S.K. Nagar Road No.- 23 Patna,800001,English,Unecognised,Private unaided,Low Cost
North Point Public School ,1,5,CDA colony patna,800023,English and Hindi,Unecognised,Private unaided,Low Cost
St. Vinoba High School,Nur.,10,Patel Nagar Patna,800024,English and Hindi,Recognised,Private aided,Affordable
Sarswati Niketan ,Nur.,3, c-52 A.G colony ,800025,English and Hindi,Unecognised,Private unaided,Low Cost
Residential National Public School,Nur.,10,West patel nagar patna,800023,English and Hindi,Unecognised,Private unaided,Affordable
Vivekanand high School ,Nur.,8,West patel nagar patna,800023,English and Hindi,Unecognised,Private unaided,Low Cost
Anand Niketan,Nur.,6,Durgacharan Lane Gulzarbagh Patna,800007,English and Hindi,Unecognised,Private unaided,Low Cost
B.V.S. Convent,Nur.,5,Gayghat South Lane Gulzarbagh Patna,800007,English,Unecognised,Private unaided,Low Cost
ST. Johns High Schol,Nur.,10,Dadar Mandi Gulzarbagh Patna,800007,English and Hindi,Unecognised,Private unaided,Low Cost
Patliputra Vidya Mandir,Nur.,8,Badar Ghat near Ramna School Gulzarbagh Patna,800007,English,Unecognised,Private unaided,Low Cost
Bright Way English School,Nur.,6,Khada Kuan Santoshi Maa Lane Gulzarbagh Patna,800007,English,Unecognised,Private unaided,Low Cost
ST. Karens Public School,Nur.,7,Maharajganj Patna,800007,English,Unecognised,Private unaided,Low Cost
Modern School,Nur.,10,Polson Road Digha Ghat Patna,800011,English and Hindi,Recognised,Private unaided,Higher Cost
Ankur Public School,Nur.,10,Polson Road Digha Ghat Patna,800011,English,NOC from a board ,Private unaided,Higher Cost
Budh Bihar Public School,Nur.,5,Nirala nagar Digha Thana,800011,English,Unecognised,Private unaided,Low Cost
Model Public School.,Nur.,6,Nirala Nagar patna,800011,English,Unecognised,Private unaided,Affordable
St. Bhagwat Public School School,Nur.,5,Digha Thana,800018,English and Hindi,Unecognised,Private unaided,Low Cost
Greenfield Public School,Nur.,6,Digha Thana Patna,800018,English and Hindi,Unecognised,Private unaided,Low Cost
Mother Teressa Academy,Nur.,6,Digha Thana Braham Sthani Gali Patna,800018,English and Hindi,Unecognised,Private unaided,Low Cost
Comford Senior Sec. school,Nur.,10,Rajbanshi nagar Road no.1 ,800023,English,Unecognised,Private unaided,Higher Cost
Kids Garden School,Nur.,10,Rajbanshi nagar Road no.1 ,800023,English,Unecognised,Private unaided,Higher Cost
M.S. Convent,Nur.,6,Awadhpuri Colony Digha Patna,800011,English,Unecognised,Private unaided,Low Cost
Jesus and Marry Academy,1,7,Chashma Gali Kurji Patna,800010,English,Unecognised,Private unaided,Low Cost
Rose Kids Camp,Nur.,7,Rajbanshi nagar officer colony,800023,English,Unecognised,Private unaided,Affordable
K.v Sahay Madhya Vidyalaya,1,7,shastri nagar patna,800023,English and Hindi,Unecognised,Private unaided,Low Cost
Right way High  School ,Nur.,10,Murli chak jagdeo path,800014,English,Unecognised,Private unaided,Low Cost
S.J.P Public School,Nur.,8,Murli chak jagdeo path,800014,English and Hindi,Unecognised,Private unaided,Low Cost
M.V.S Bright way Public School,Nur.,10,Murli chak jagdeo path,800014,English,Unecognised,Private unaided,Low Cost
Sai International School,Nur.,10,Apurva enclave lohia path patna,800014,English,Unecognised,Private unaided,Higher Cost
Tiny Tots Kids Academy,Nur.,5,Buddha Coloney Patna,800001,English,Unecognised,Private unaided,Affordable
Residential Gyandeep Public School.,Nur.,6,R.M.S.Coloney Kankarbagh Patna,800020,English,Unecognised,Private unaided,Low Cost
Green Garden Public School,Nur.,8,R.M.S.Coloney Kankarbagh Patna,800020,English,Unecognised,Private unaided,Low Cost
Shahi International School,Nur.,10,New Bypass Road Near Kisan Bhawan Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Rose International Public School,Nur.,10,North Indira Nagar RoadNo.- 4 Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
A.V.Public School,Nur.,10,Buddha Coloney Patna,800001,English and Hindi,Unecognised,Private unaided,Higher Cost
Little Birds Academy,Nur.,10,Buddha Coloney Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
P.v. Public School,Nur.,8,Sri ram path west patel nagar patna ,800023,English,Unecognised,Private unaided,Affordable
Marigold Academy,Nur.,7,Shaikhpura Patna,800014,English,Unecognised,Private unaided,Low Cost
St. Albert High School ,Nur.,10,Patel Nagar Patna,800023,English,Recognised,Private unaided,Affordable
Galaxy Public School,Nur.,10,Raza bazar machili gali patna,800009,English,Unecognised,Private unaided,Affordable
Mother Teressa Pubic School,Nur.,10,MTPS Razabazar Patna,800014,English and Hindi,Unecognised,Private unaided,Low Cost
Ideal Public High School ,Nur.,10,Raza bazar patna,800014,English,Unecognised,Private unaided,Higher Cost
New Shivam Public School ,Nur.,7,B.M.P road aashiana more,800014,English,Unecognised,Private unaided,Affordable
Dart Mount Public School,Nur.,5,AG colony patna,800025,English and Hindi,Unecognised,Private unaided,Low Cost
Gyan ganga accdemy,Nur.,5,Ashiana-digha road ,800025,English,Unecognised,Private unaided,Affordable
Chacha Nehru Academey,1,8,Gulzarbagh Patna,800007,English,Unecognised,Private unaided,Low Cost
Bal Vidya Mandir,Nur.,7,Naya Gaun Laddu Akhada Gulzarbagh Patna,800007,English and Hindi,Unecognised,Private unaided,Low Cost
Bhim Rao Ambedkar English School,Nur.,7,Malsalami Maruf gang Patna,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Mother Teressa Pubic School,Nur.,7,Malsalami Begumpur Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
MountManagement Study Point and School,1,6,Bahri begampur kadamtul patnacity,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Maa sarswati Gyan niketan,Nur.,6,Bahari Begumpur Goriya Asthan Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Greenfield High School,Nur.,10,Lohiapath jagdeo path,800014,English and Hindi,Unecognised,Private unaided,Low Cost
ST. James Genius Academy,Nur.,10,Rupaspur thakur ji ka bagicha,800014,English and Hindi,Unecognised,Private unaided,Higher Cost
K.B.S Academy ,Nur.,6,"Garbh chak , jagdeo path",800014,English,Unecognised,Private unaided,Low Cost
ST. Peter`s sc School,Nur.,6,"Garbh chak , jagdeo path",800014,English,Unecognised,Private unaided,Low Cost
Blooming Birds Academy,Nur.,10,Rajbanshi nagar Road no.1 ,800023,English,Unecognised,Private unaided,Low Cost
Mount Glory Accademy,Nur.,8,New punichk patna,800023,English,Unecognised,Private unaided,Low Cost
G.D Public School,Nur.,7,Rajbanshi nagar Near state bank ,800023,English,Unecognised,Private unaided,Low Cost
SarswatiVidyalaya,Nur.,10,New punichak patna,800023,English,Unecognised,Private unaided,Low Cost
Vidya Niketan,Nur.,10,Punichak mohanpur patna,800023,English and Hindi,Unecognised,Private unaided,Low Cost
Gyandeep Residential School,Nur.,10,Sabjpura Khagoul Road Patna,800005,English and Hindi,Unecognised,Private unaided,Affordable
ST. Michales Residential School,Nur.,6,Sabjpura Khagoul Road Patna,800005,English and Hindi,Unecognised,Private unaided,Low Cost
Good Speed School,1,10,Buddha Coloney Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Baldwin Accadmy,1,12,Ram suchit Miohra path budha colony East boring cannal road,800001,English,Recognised,Private unaided,Higher Cost
Baldwin Sophia ,Nur.,7,West Boring cannl road ,800001,English,Recognised,Private unaided,Affordable
Shivam Public School,Nur.,10,E 121 s.k puri Boring road patna,800001,English,Unecognised,Private unaided,Higher Cost
New Flower English School,Nur.,5,Pushp Vatika Dadar Mandi Gulzarbagh Patna,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Adarash English School,Nur.,6,Nayi Sadak Nabaw Bhadur Road Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Bersheba Mission School,Nur.,5,Adarash Vihar Coloney Rukunpura Patna,800005,English,Unecognised,Private unaided,Affordable
ST. Rishabh's High School,Nur.,10,Navneet Bihar Coloney Patna,800014,English and Hindi,Unecognised,Private unaided,Affordable
Indian Residential Public School,Nur.,10,Rupaspur Patna,800014,English,Unecognised,Private unaided,Low Cost
Einstein Public School,Nur.,8,New Sabalpura Khagoul Road Patna,800005,English,Unecognised,Private unaided,Low Cost
Krishnan Public School,Nur.,8,Sabjpura Khagoul Road Patna,800005,English,Unecognised,Private unaided,Low Cost
New Prakash Public School,Nur.,8,Professor Colony Nawab Bhadur Road Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Gyan Sagar Public School,Nur.,7,Nawab Bahadur Road Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Residential Mind Growth Public School,Nur.,10,Jayhind Gali Gulzarbagh Patna,800007,English,Unecognised,Private unaided,Low Cost
City Public School,Nur.,5,T.P.Lane Patna City,800008,English,Unecognised,Private unaided,Low Cost
Children Garden Public School,Nur.,8,Bhadra Ghat Patna City,800008,English,Unecognised,Private unaided,Low Cost
T.G.H. School,Nur.,5,Badi Patan Devi Patna City,800008,Hindi,Unecognised,Private unaided,Low Cost
Infant Jesus School,Nur.,12,Tedhi Ghat Patna City,800008,English,Recognised,Private unaided,Higher Cost
Gandhi Children English School,Nur.,5,Nawab Bhadur Road Patna,800007,Hindi,Unecognised,Private unaided,Low Cost
Progressive English School,Nur.,5,Gulzarbagh Patna,800007,Hindi,Unecognised,Private unaided,Low Cost
SSMD Vidya Mandir,Nur.,5,Tulsi Mandi Gulzarbagh,800007,Hindi,Unecognised,Private unaided,Low Cost
Vidya Niketan,Nur.,5,Gulzarbagh Station Road Patna,800007,Hindi,Unecognised,Private unaided,Low Cost
Sahid Bhagat Singh English School,Nur.,8,Sri Satyanarayan Mandir Prangan Nim ki Bhatti Paschim Darwaza Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Holy Faith International Public School,Nur.,10,Shivajee Chowk Ram Krishna Nagar Patna,800027,English,Unecognised,Private unaided,Affordable
Sanjay Gandhi Balika High School,6,10,MIG 330 Lohiya nagar K.bag patna,800020,Hindi,Recognised,Private unaided,Low Cost
New Aadarsh Vikash School,Nur.,6,E-75 sector P.c colony Kankarbagh ,800020,English,Unecognised,Private unaided,Low Cost
Mary Mount Academy,Nur.,6,"D-125, & 126, P.C.ColoneyK.Bagh Patna",800020,English and Hindi,Unecognised,Private unaided,Affordable
St. Anthony acadmey,Nur.,5,271 M.I.G k.bagh ,800020,English,Unecognised,Private unaided,Low Cost
Vikash Vidyalay,1,6,"14/41, East Ashok Nagar K.Bagh Patna",800020,English,Unecognised,Private unaided,Affordable
Crescent Acadmey,Nur.,5,E-31 P.c colony Kankarbagh patna,800020,English,Unecognised,Private unaided,Affordable
Najrath Accadmey,Nur.,8,16 CC P.C colony Kankarbagh patna,800020,English,Unecognised,Private unaided,Higher Cost
ST.Mathew High School,Nur.,8,"D/160, P.C.Coloney K.Bagh Patna",800020,English,Unecognised,Private unaided,Higher Cost
S.S.P International convent,Nur.,10,Defence colony 215 Ashok nagar Kankarbagh patna,800020,English,Unecognised,Private unaided,Affordable
Gyan public high school,1,7,Mohan bhavan new area kadam kua west lohanipur,0,English,Unecognised,Private unaided,Low Cost
Dynamic Public School,1,5,Prithviraj Path east Lohanipur,800003,English,Unecognised,Private unaided,Affordable
Indian Public School,1,7,Raiway hunder road lohanipur,800003,English and Hindi,Unecognised,Private unaided,Low Cost
Kyamat Public Schol,1,5,Sarswati Lane East lohanipur kadamkua,800003,Hindi,Unecognised,Private unaided,Low Cost
Sunrise Convent School,1,5,Sunitalay Salimpurahra road no.1 kadamkua ,800003,English,Unecognised,Private unaided,Low Cost
S.t joseph high school,1,12,Lodipur patna,800001,English,Unecognised,Private unaided,Higher Cost
samrock school,1,10,Lichi bagan lodipur patna,800001,English,Unecognised,Private unaided,Affordable
Kid's Villa,1,5,"Sinha Library Road, Patna",800001,English,Unecognised,Private unaided,Low Cost
Modern loyla high school,1,8,lodipur Keshavlal road,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Small wonders school,Nur.,4,parmanand path ,800001,English,Unecognised,Private unaided,Higher Cost
New Modern Academy,1,6,"Daldali Road, Kadamkuan",800003,English,Unecognised,Private unaided,Low Cost
Sararwati Central English School,1,8,"Kadamkuan, Gali No. 1",800003,English and Hindi,Unecognised,Private unaided,Low Cost
Sunrise Residential Public School,1,7,"Park Road, Kadamkuan",800003,English,Unecognised,Private unaided,Low Cost
Bidya Bithi School,1,10,"Samadhar Path, Samadhar Bhavan, Park Road, Kadamkuan",800003,English and Hindi,Unecognised,Private unaided,Low Cost
Kids Care Play School,1,6,"Dariyapur, Patna",800003,English,Unecognised,Private unaided,Low Cost
Star Point Public School,1,6,Gardanibagh Patna,800001,English,Unecognised,Private unaided,Low Cost
Indian High School,1,10,"Devi Sthaan, Bawar Pokhar,  Patna",800004,English,Unecognised,Private unaided,Low Cost
Mother Teressa Pubic School,Nur.,5,Rupaspur Patna,800014,English and Hindi,Unecognised,Private unaided,Low Cost
R.S.Aryan Gurukul School,Nur.,5,Rupaspur Patna,800014,English and Hindi,Unecognised,Private unaided,Low Cost
Cite Center School,Nur.,5,Rupaspur Patna,800014,English and Hindi,Unecognised,Private unaided,Low Cost
Sarswati Vidya Mandir,Nur.,10,"P.O.+ Vill- Dhanout, P.S. Phulwari",0,English and Hindi,Unecognised,Private unaided,Low Cost
K.K. Public School,Nur.,6,Rahal Tola mahila Poltecnic Rupaspur,800014,English and Hindi,Unecognised,Private unaided,Low Cost
Loreto Public School,Nur.,5,Rukunpura Patna,800014,English,Unecognised,Private unaided,Affordable
R.P.C. Academy,Nur.,10,Rukunpura Patna,800014,English,Unecognised,Private unaided,Low Cost
Taine`tales Academy,Nur.,5,Shivpooram Vijay Nagar Lane Patna,800014,English,Unecognised,Private unaided,Low Cost
Kautilya School,Nur.,6,Belly Road Patna,800014,English,Unecognised,Private unaided,Affordable
Vidya Academy,1,10,Kurji Nala Patna,800010,English,Unecognised,Private unaided,Affordable
Vidhya Niketan High school,Nur.,7,"M.I.G 49, hanuman nagar K.bagh patna",800020,English,Unecognised,Private unaided,Affordable
City Central school,Nur.,7,R.M.S.Coloney Kankarbagh Patna,800020,English,Unecognised,Private unaided,Low Cost
National Public School,Nur.,7,Bhabha Coloney Hanuman Nagar K.Bagh Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Image International Public School ,Nur.,10,Hanuman nagar kankarbagh patna,800020,English,Unecognised,Private unaided,Affordable
Santi Niketan Public School,Nur.,7,"Bhabha colony , gujral path hanuman nagar",800020,English,Unecognised,Private unaided,Affordable
ST.Mark Residential Public School,Nur.,7,R.M.S.Coloney Kankarbagh Patna,800020,English,Unecognised,Private unaided,Low Cost
St.Mary Mission School,Nur.,5,R.M.S.Coloney Kankarbagh Patna,800020,English,Unecognised,Private unaided,Affordable
Desire Public School,Nur.,10,f-169 P.c colony kankarbagh,800020,English,Unecognised,Private unaided,Affordable
National Kids Paradise school,Nur.,8,R.M.S.Coloney Kankarbagh Patna,800020,English,Unecognised,Private unaided,Low Cost
St. Jogesh High School,Nur.,5,Jal kadarbagh Malsalami Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
The Indian Academy,Nur.,5,Bhaisani Tola Malsalami Patna,800009,English,Unecognised,Private unaided,Low Cost
Divine Public School,Nur.,5,Near Nand Gola Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Sarswati Gyan Niketan School,Nur.,6,Purbi Nand Gola Ghat Kinare Madhav Mills Malsalami,800008,English,Unecognised,Private unaided,Low Cost
International Public School,Nur.,7,Jamuna Path Madhav Mills Malsalami Patna,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Repose International School,1,10,Janta Road Jakkanpur Patna,800001,English,Unecognised,Private unaided,Low Cost
Gyan Sarovar School,Nur.,10,Yarpur Patna,800001,English,Unecognised,Private unaided,Low Cost
Swami Vivekanand Scintific High School,8,10,New Jakkanpur Mithapur Patna,800001,Hindi,Recognised,Private aided,
Radha Devi Madhya Vidyalay,Nur.,5,West Saristabad,800002,English and Hindi,Unecognised,Private unaided,Low Cost
R.K.P. Public School,Nur.,8,Mithapur,800001,0,Unecognised,Private unaided,Low Cost
Bhaskar Vidya Mandir,Nur.,5,Shadikpur Shershah Road Patna,800007,English and Hindi,Unecognised,Private unaided,Low Cost
Madarsa Islamiya,Nur.,6,Shadikpur Shershah Road Patna,800007,English,Unecognised,Private unaided,Low Cost
United International Modern Public School,Nur.,7,Belwarganj Paschim Darwaga Patna City,800007,English,Unecognised,Private unaided,Low Cost
S.B.Convent Public School,Nur.,5,Rupaspur Patna,800014,English and Hindi,Unecognised,Private unaided,Low Cost
Sun Shine Public School,Nur.,5,Abhimanyu Nagar Nahar Jalalpur Bank  Co.Belly Road Patna,800014,English,Unecognised,Private unaided,Low Cost
New Krishna Public School,Nur.,5,Rukunpura Patna,800014,English,Unecognised,Private unaided,Affordable
S.Bihar Public School,Nur.,8,Ambedkar Path Belly Road Patna,800014,English,Unecognised,Private unaided,Affordable
Prince English School,Nur.,5,Begampur Mal Godwn Patna City,800009,Hindi,Unecognised,Private unaided,Low Cost
Vidya Sagar,Nur.,6,Begampur Bmitri Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Smarat Ashok Vidya Vatika,Nur.,8,Mittan Ghat Gurhatta Patna City,800008,English and Hindi,Unecognised,Private unaided,Affordable
Mother Deoki Convent,Nur.,7,Kachari Gali Chok Patna City,800008,English,Unecognised,Private unaided,Low Cost
Mary Angles Public School,Nur.,5,Langoor Gali Near Shivmandir Patna City,800009,English,Unecognised,Private unaided,Affordable
Sarvoaya Infant Academy,Nur.,10,Hagiganj Patna City,800008,English,Unecognised,Private unaided,Affordable
Gandhi Convent,Nur.,6,Aga Husain Chauraha Naya Tola Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
The Sun Rise Academy,Nur.,5,Bakshi Maidan Patna City,800008,English,Unecognised,Private unaided,Low Cost
St. Michels School,Nur.,7,Bakshi Maidan Patna City,800008,English,Unecognised,Private unaided,Low Cost
The Son of India Acadmey,Nur.,5,Begampur Bakshi Maidan Patna,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Vivekanand English School,1,10,Sabzibagh Patna,800004,English,Unecognised,Private unaided,Low Cost
Children Happy Home,Nur.,7,Dariyapur Gola Road Patna,800004,English,Unecognised,Private unaided,Low Cost
Shine Star English  School,Nur.,6,Choti Nagla Patna City Kushwaha Panchayat Bhawan Malsalami Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Vidya Public Central School,Nur.,8,Adarsh Colony Choti Nagla Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Bal Pratiyogita Niketan,Nur.,10,Choti Mandir Lane Tathagat Nagar Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Popular English School,Nur.,8,"Sim,li Murarpur Patna City",800008,English,Unecognised,Private unaided,Low Cost
Ideal Children's Academy,Nur.,5,Simli Badi Mandir Malsalami Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
City Montessori English School,Nur.,5,"Simli main road Malsalami P.O.- Madahav Mills, P.S.- Malsalmi, Patna City",800008,English and Hindi,Unecognised,Private unaided,Low Cost
New Model English School,Nur.,6,Chutkiya Bazar Batti ke niche Patna City,800008,English,Unecognised,Private unaided,Low Cost
Modern English School,Nur.,7,Nagla Main Road Malsalami Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
ST. Marry's School,Nur.,8,Ashok Nagar K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
S.V.D. Convent,Nur.,8,Ashok Nagar K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
Sarswati Vidya Mandir,Nur.,8,"F-198, P.C.Coloney K.Bagh Patna",800020,English and Hindi,Unecognised,Private unaided,Affordable
Satsang Bal Shiksha Sansthan,Nur.,5,K.Bagh Patna,800020,English and Hindi,Unecognised,Private aided,Low Cost
Indira`s Convent school,Nur.,5,Ashok nagar kankarbagh,800020,Hindi,Unecognised,Private unaided,Affordable
Vishal International Convent,Nur.,10,Ashok nagar main road kankarbagh,800020,English,Unecognised,Private unaided,Low Cost
Patna Xaviour School,Nur.,5,Ashok nagar kankarbagh,800020,English,Unecognised,Private unaided,Low Cost
Residential Kids World Accadmy,Nur.,5, mig -253 kankarbagh,800020,English,Unecognised,Private unaided,Low Cost
Junior St Xavier School ,Nur.,5,Ashok nagar road no.1,800020,English,Unecognised,Private aided,Low Cost
Gyan Sarovar High School,Nur.,10,East Ashok Nagar Road No.-08 ,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Morning Bell Kids Garden,Nur.,5,Mittan Ghat Gurhatta Patna City,800008,English,Unecognised,Private unaided,Affordable
ST. Stephens School,Nur.,10,Gurhatta Patna,800008,English,Unecognised,Private unaided,Affordable
Mount Carmel School,Nur.,7,Adarash Coloney Neet Ghat Patna City,800008,English,Unecognised,Private unaided,Affordable
Alfa Public School,Nur.,8,Pandarwa Lane Deewan Mahula Patna ,800008,English,Unecognised,Private unaided,Affordable
St. Mount Nicolas Convent,Nur.,7,Pakki Goraiya Patna City,800008,English,Unecognised,Private unaided,Low Cost
Aparna Niketan School,Nur.,5,Laltoli Mugalpura Patna,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Galaxy Che School,Nur.,6,Khanniya Toli Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Divya Gyan Public School,1,8,Gandhipath Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Residential Adarsh Indian Sainik School,1,10,Aziz Lane Mithapur Patna,800001,English,Unecognised,Private unaided,Affordable
ST.Patrick Academy,1,7,Aziz Lane Mithapur Patna,800001,English,Unecognised,Private unaided,Low Cost
Sant Mary Acadmey ,Nur.,8,Mithapur Patna,800001,English and Hindi,Recognised,Private unaided,Low Cost
ST. M.G. High School,Nur.,8,Jakkanpur Patna,800001,Hindi,Recognised,Private aided,Low Cost
Florida International School,Nur.,7,Sundar Bhawan Kunnulal Road Patna,800001,English,Unecognised,Private unaided,Affordable
Royal Children Academey,Nur.,5,Mithapur Patna,800001,English,Unecognised,Private unaided,Low Cost
Azad Public School,Nur.,8,Yarpur Shivaji Path Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
New Kalika Academy with Ankur Play School,Nur.,5,Naya Tola Saristabad Patna,800002,English,Unecognised,Private unaided,Low Cost
Modern Era Junior School,Nur.,5,Sri Ram Path Jakkanpur Patna,800001,Hindi,Unecognised,Private unaided,Low Cost
S.D.R. Public School,Nur.,7,New Alka Puri Patna,800002,English,Unecognised,Private unaided,Low Cost
Bidya Bihar,Nur.,7,Raj Kumar Colney Alkapuri Patna,800002,English,Unecognised,Private unaided,Low Cost
Indian Public School,Nur.,10,Alkapuri Gardani Bagh Patna,800002,English and Hindi,Unecognised,Private unaided,Low Cost
Rising Star Public High School,Nur.,10,Yarpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
South Point High School,Nur.,8,New Jakkanpur Patna,800001,English,Unecognised,Private unaided,Low Cost
Deksha Anglo Vedic Public School,1,6,Machchli Gali Jakkanpur Mithapur Patna,800001,English,Unecognised,Private unaided,Low Cost
Residential Bright Career High School,Nur.,10,"Mahatma Gandhi Nagar Kankarbagh, Patna",800026,English,Unecognised,Private unaided,Affordable
St. Josheph's Prep School,Nur.,6,Mahavir Nagar hanuman Nagar Patna,800020,English,Unecognised,Private unaided,Affordable
S.S.Public School,Nur.,8,South Chitragupt Nagar Patna,800020,English and Hindi,Unecognised,Private unaided,Low Cost
Patna International School,Nur.,7,Yogipur K.Bagh Patna,800020,English,Recognised,Private unaided,Low Cost
Krishna Convent,Nur.,6,"F-5,vijay nagar",800020,English,Unecognised,Private unaided,Low Cost
Nalanda Public School,Nur.,7,Sri Ram Palace Kanti Factorey Road Patna,800026,English,Unecognised,Private unaided,Low Cost
D.S. Progressive Academy,Nur.,7,Road No.- 1A Vivek Vihar K.Bagh Patna,800020,English,Unecognised,Private unaided,Affordable
Balika High School,6,10,Ganga Bridge Coloney Patna,800007,English and Hindi,Recognised,Private aided,Low Cost
Prabhu Tara,Nur.,8,Sakadi Gali Gulzarbagh Patna,800007,English,Unecognised,Private unaided,Affordable
Kushwaha Girl's High School,6,10,Gulzarbagh Patna,800007,Hindi,Recognised,Private aided,Low Cost
Kushwaha Middle School,Nur.,5,Gulzar Bagh Station Road Patna,800007,Hindi,Unecognised,Private unaided,Affordable
R.K. Mission High School,Nur.,10,Machchli Gali Jakkanpur Mithapur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
ST.John English School,Nur.,4,Nw Jakkanpur,800001,English,Unecognised,Private unaided,Low Cost
K.N.ST. Francis School,Nur.,5,Mithapur,800001,English,Unecognised,Private unaided,Low Cost
ST. M.G. Public School,Nur.,5,Mithapur Yarpur Patna,800001,English,Unecognised,Private unaided,Low Cost
Annie Basant (Res) School,Nur.,5,Ram Jatan Singh lane Jakkanpur Patna,800001,English,Unecognised,Private unaided,Low Cost
KinderGarten Public School,1,4,"old Jakkanpur, Patna",800001,English,Unecognised,Private unaided,Low Cost
Gyanodaya  Montessori High School,Nur.,5,Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
Sharp PublicHigh School,Nur.,5,New Yarpur Bapu Nagar Patna,800001,English,Unecognised,Private unaided,Low Cost
Adarsh Vidya Mandir,Nur.,8,Baijnath Mahto Marg Purana Jakkanpur Patna,800001,English,Recognised,Private unaided,Low Cost
S.S.Prepratary School,Nur.,8,Janta Road Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
DCM Public School,Nur.,7,Machchli Gali Jakkanpur Mithapur Patna,800001,English and Hindi,Unecognised,Private unaided,Low Cost
R.L. English Academy,Nur.,10,Kailash Bhawan near Vijay Vishwas Sweets New Yarpur Patna,800001,English and Hindi,Recognised,Private unaided,Low Cost
Cambridge Academy International ,Nur.,7,Near KacchiTalab New Yarpur Patna,800001,English,Unecognised,Private unaided,Low Cost
Gautam Bright Public School,Nur.,10,Machli Gali Jakkanpur Patna,800001,English and Hindi,Unecognised,Private unaided,Affordable
T.P.S.(Turning Point School),Nur.,10,Yamuna Complex Kachi Talab Yarpur Patna,800001,English,Unecognised,Private unaided,Affordable
National Children School,1,5,Karmalchak  Patna City,800009,English and Hindi,Unecognised,Private unaided,Low Cost
Adhunik Pathsala,Nur.,5,F.C.J Road Goriyasthan Chowk Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Ekta Convent,Nur.,10,Alibagh Mugalpura Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Sanskar Kids,1,5,Nawab Bhadur Road New Sadak Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Balkunj Academy,1,8,Mugalpura Patna City,800008,English and Hindi,Unecognised,Private unaided,Low Cost
Meridian Public School,Nur.,8,Gauri Shankar Coloney Gulzarbagh Patna,800007,English and Hindi,Unecognised,Private unaided,Affordable
